Source File Name:	SigPro_Rock
Signal:	FFT - Usr FFT / Vib / Velocity - Magnitude

Frequency	Magnitude	Magnitude	Magnitude
[ Hz ]	[ m/s ]	[ m/s ]	[ m/s ]
105.46875	6.33531e-6	5.704301e-6	4.717971e-6
105.859375	5.72123e-6	4.821566e-6	3.772748e-6
106.25	4.409371e-6	3.267681e-6	1.954276e-6
106.640625	5.874778e-6	5.530581e-6	3.595953e-6
107.03125	7.143606e-6	6.796347e-6	4.471408e-6
107.421875	6.936969e-6	6.905792e-6	4.43359e-6
107.8125	6.086275e-6	5.122945e-6	2.95312e-6
108.203125	5.450035e-6	3.683333e-6	3.089443e-6
108.59375	6.815964e-6	6.140488e-6	4.363126e-6
108.984375	7.485314e-6	6.9609e-6	4.734341e-6
109.375	7.129891e-6	5.728054e-6	4.129118e-6
109.765625	4.83344e-6	3.039893e-6	2.576291e-6
110.15625	6.02252e-6	4.962463e-6	3.812734e-6
110.546875	7.266175e-6	6.658367e-6	4.554519e-6
110.9375	7.689306e-6	6.501166e-6	4.573543e-6
111.328125	6.12263e-6	4.851435e-6	3.947963e-6
111.71875	5.360691e-6	3.939513e-6	2.776856e-6
112.109375	7.305264e-6	6.677936e-6	4.504218e-6
112.5	8.54416e-6	7.765069e-6	5.263797e-6
112.890625	7.955754e-6	6.443771e-6	4.536148e-6
113.28125	6.022757e-6	3.81028e-6	4.44088e-6
113.671875	5.630691e-6	5.341384e-6	3.822109e-6
114.0625	8.873575e-6	7.80696e-6	5.084814e-6
114.453125	8.985144e-6	8.064711e-6	5.401713e-6
114.84375	7.432586e-6	6.052117e-6	4.127478e-6
115.234375	4.860441e-6	3.629739e-6	2.919146e-6
115.625	7.374355e-6	6.781407e-6	4.435676e-6
116.015625	8.932384e-6	8.09819e-6	5.243807e-6
116.40625	8.096748e-6	6.796333e-6	4.96535e-6
116.796875	5.824253e-6	4.528611e-6	3.45387e-6
117.1875	5.949465e-6	4.976822e-6	3.498481e-6
117.578125	8.229994e-6	6.86541e-6	4.94235e-6
117.96875	8.343647e-6	7.434947e-6	5.190703e-6
118.359375	7.126618e-6	6.26741e-6	4.233561e-6
118.75	4.209352e-6	2.719228e-6	2.244527e-6
119.140625	6.995394e-6	5.693574e-6	4.244389e-6
119.53125	8.407172e-6	8.1909e-6	5.078348e-6
119.921875	1.485953e-5	6.950856e-6	6.030036e-6
120.3125	6.519737e-6	7.229107e-6	2.518582e-6
120.703125	5.620139e-6	3.359034e-6	3.888673e-6
121.09375	7.781002e-6	6.931585e-6	4.623643e-6
121.484375	7.736219e-6	7.628018e-6	5.024779e-6
121.875	6.795211e-6	6.306284e-6	4.449247e-6
122.265625	4.988297e-6	3.645669e-6	2.868675e-6
122.65625	6.940349e-6	5.762083e-6	4.306804e-6
123.046875	8.029256e-6	7.646233e-6	5.390058e-6
123.4375	8.006597e-6	7.496883e-6	5.327424e-6
123.828125	6.521113e-6	5.517853e-6	4.274938e-6
124.21875	5.562332e-6	4.30852e-6	3.536948e-6
124.609375	7.761106e-6	7.131607e-6	5.450097e-6
125	8.454798e-6	8.302032e-6	6.098459e-6
125.390625	7.515186e-6	7.136865e-6	5.19623e-6
125.78125	5.637383e-6	4.323355e-6	3.599949e-6
126.171875	6.913312e-6	5.873464e-6	4.716091e-6
126.5625	8.149338e-6	7.937515e-6	6.041081e-6
126.953125	7.958371e-6	8.035233e-6	6.102432e-6
127.34375	6.832573e-6	5.990379e-6	4.841349e-6
127.734375	5.705858e-6	4.152921e-6	3.587009e-6
128.125	7.530855e-6	6.991178e-6	5.44485e-6
128.515625	8.167443e-6	8.332584e-6	6.43895e-6
128.90625	7.906343e-6	7.578329e-6	5.908463e-6
129.296875	6.349536e-6	4.921304e-6	4.270096e-6
129.6875	6.594915e-6	5.506056e-6	4.602006e-6
130.078125	8.299114e-6	7.874004e-6	6.245838e-6
130.46875	8.634285e-6	8.631851e-6	6.549662e-6
130.859375	7.683722e-6	6.790323e-6	5.590789e-6
131.25	5.453277e-6	3.792647e-6	3.56214e-6
131.640625	7.649239e-6	6.961028e-6	5.676879e-6
132.03125	8.778175e-6	8.900048e-6	6.849155e-6
132.421875	8.725403e-6	8.325424e-6	6.749555e-6
132.8125	7.093286e-6	5.89119e-6	5.030294e-6
133.203125	6.40183e-6	5.434378e-6	4.695469e-6
133.59375	8.27854e-6	8.273688e-6	6.679542e-6
133.984375	9.37321e-6	9.35245e-6	7.360927e-6
134.375	8.35563e-6	7.736447e-6	6.395416e-6
134.765625	5.64826e-6	4.537898e-6	4.218187e-6
135.15625	7.374127e-6	7.101873e-6	5.847158e-6
135.546875	9.153159e-6	9.072736e-6	7.353123e-6
135.9375	8.887999e-6	8.868171e-6	7.284714e-6
136.328125	7.037179e-6	6.544697e-6	5.584091e-6
136.71875	6.083711e-6	5.144981e-6	4.472312e-6
137.109375	8.149535e-6	8.022917e-6	6.490182e-6
137.5	8.960398e-6	9.151473e-6	7.37949e-6
137.890625	8.159816e-6	7.968274e-6	6.706248e-6
138.28125	5.93493e-6	5.026472e-6	4.516851e-6
138.671875	6.829194e-6	6.319253e-6	5.303085e-6
139.0625	8.803569e-6	8.698689e-6	7.079197e-6
139.453125	8.915023e-6	8.882082e-6	7.355748e-6
139.84375	7.251053e-6	6.914694e-6	5.97082e-6
140.234375	5.511878e-6	4.639745e-6	4.185591e-6
140.625	8.210206e-6	7.896261e-6	6.542582e-6
141.015625	9.186437e-6	9.518189e-6	7.655951e-6
141.40625	8.432328e-6	8.580664e-6	7.028136e-6
141.796875	6.498856e-6	5.830585e-6	5.146516e-6
142.1875	6.920331e-6	6.42716e-6	5.337995e-6
142.578125	8.741104e-6	8.941537e-6	7.333626e-6
142.96875	8.894039e-6	9.447698e-6	7.688654e-6
143.359375	7.546974e-6	7.543247e-6	6.488984e-6
143.75	5.300086e-6	4.245705e-6	3.849375e-6
144.140625	7.63082e-6	7.557509e-6	6.314645e-6
144.53125	8.796569e-6	9.28701e-6	7.640812e-6
144.921875	8.133526e-6	8.707411e-6	7.22215e-6
145.3125	6.392199e-6	6.093197e-6	5.428752e-6
145.703125	6.429827e-6	5.689571e-6	4.801474e-6
146.09375	8.103553e-6	8.441995e-6	6.931886e-6
146.484375	8.186505e-6	9.064081e-6	7.43855e-6
146.875	7.355582e-6	7.598579e-6	6.462908e-6
147.265625	5.587109e-6	4.495035e-6	4.031012e-6
147.65625	6.870386e-6	6.764896e-6	5.809273e-6
148.046875	7.970337e-6	8.782685e-6	7.267854e-6
148.4375	7.977065e-6	8.583377e-6	7.147892e-6
148.828125	6.645309e-6	6.192332e-6	5.80903e-6
149.21875	5.565073e-6	5.10582e-6	4.551029e-6
149.609375	7.279678e-6	7.753408e-6	6.515578e-6
150	8.079792e-6	8.777328e-6	7.266119e-6
150.390625	7.367596e-6	7.585698e-6	6.42767e-6
150.78125	5.466217e-6	4.711345e-6	4.237534e-6
151.171875	6.200189e-6	6.094659e-6	5.270917e-6
151.5625	7.43751e-6	8.094155e-6	6.752797e-6
151.953125	7.565331e-6	8.025277e-6	6.724182e-6
152.34375	6.381635e-6	6.064382e-6	5.259344e-6
152.734375	4.683539e-6	4.106703e-6	3.672992e-6
153.125	6.233575e-6	6.608839e-6	5.716152e-6
153.515625	7.24094e-6	7.701852e-6	6.41111e-6
153.90625	6.740531e-6	6.844377e-6	5.681837e-6
154.296875	4.8225e-6	4.477833e-6	4.011651e-6
154.6875	5.085931e-6	4.880828e-6	4.276655e-6
155.078125	6.553641e-6	6.870641e-6	5.7722e-6
155.46875	6.746812e-6	7.157644e-6	5.924046e-6
155.859375	5.659183e-6	5.64309e-6	4.839948e-6
156.25	4.033145e-6	3.193441e-6	2.994538e-6
156.640625	5.64512e-6	5.674274e-6	4.79775e-6
157.03125	6.573802e-6	6.941267e-6	5.843369e-6
157.421875	6.411223e-6	6.541904e-6	5.526594e-6
157.8125	4.921227e-6	4.571231e-6	3.968473e-6
158.203125	4.562684e-6	4.289311e-6	3.906267e-6
158.59375	6.315596e-6	6.409932e-6	5.344421e-6
158.984375	6.764888e-6	7.009559e-6	5.854187e-6
159.375	5.765159e-6	5.887926e-6	4.958332e-6
159.765625	4.173222e-6	3.411667e-6	3.248679e-6
160.15625	5.668132e-6	5.407227e-6	4.696853e-6
160.546875	6.703667e-6	6.95576e-6	5.760643e-6
160.9375	6.377086e-6	6.803063e-6	5.625674e-6
161.328125	5.355274e-6	4.938741e-6	4.416837e-6
161.71875	4.755331e-6	4.031401e-6	3.584487e-6
162.109375	6.139919e-6	6.208414e-6	5.275876e-6
162.5	6.63609e-6	7.034916e-6	5.867968e-6
162.890625	6.071897e-6	6.044921e-6	5.175657e-6
163.28125	4.574042e-6	3.75526e-6	3.584082e-6
163.671875	5.314339e-6	4.994673e-6	4.289289e-6
164.0625	6.443581e-6	6.736565e-6	5.585652e-6
164.453125	6.5057e-6	6.75766e-6	5.738689e-6
164.84375	5.478483e-6	5.097484e-6	4.563932e-6
165.234375	4.413164e-6	3.627423e-6	3.4085e-6
165.625	5.92168e-6	5.985348e-6	5.104442e-6
166.015625	6.615971e-6	7.092548e-6	6.026505e-6
166.40625	6.33334e-6	6.405277e-6	5.573914e-6
166.796875	5.135777e-6	4.343908e-6	4.125081e-6
167.1875	5.185556e-6	4.907406e-6	4.514948e-6
167.578125	6.624901e-6	7.061292e-6	5.974347e-6
167.96875	7.286085e-6	7.466528e-6	6.580332e-6
168.359375	6.329145e-6	6.075622e-6	5.469032e-6
168.75	4.617694e-6	3.572359e-6	3.559155e-6
169.140625	6.555383e-6	6.515726e-6	5.681634e-6
169.53125	7.844469e-6	8.246161e-6	6.941021e-6
169.921875	7.818855e-6	8.107227e-6	7.152389e-6
170.3125	6.234113e-6	5.413018e-6	5.353168e-6
170.703125	6.061859e-6	5.271148e-6	4.749182e-6
171.09375	7.908019e-6	7.905144e-6	7.048507e-6
171.484375	8.455699e-6	8.914059e-6	7.628009e-6
171.875	7.610464e-6	7.504392e-6	6.816571e-6
172.265625	5.706616e-6	4.401192e-6	4.595795e-6
172.65625	7.207354e-6	6.94852e-6	6.273954e-6
173.046875	8.735014e-6	9.061739e-6	7.975759e-6
173.4375	8.735013e-6	8.827059e-6	7.868429e-6
173.828125	7.001212e-6	6.52035e-6	6.221204e-6
174.21875	6.191579e-6	5.294888e-6	5.076914e-6
174.609375	8.476407e-6	8.318647e-6	7.450797e-6
175	9.157174e-6	9.558626e-6	8.529581e-6
175.390625	8.332025e-6	8.403045e-6	7.654502e-6
175.78125	6.469572e-6	5.390615e-6	5.371423e-6
176.171875	7.649293e-6	6.910271e-6	6.486659e-6
176.5625	9.150682e-6	9.431669e-6	8.501921e-6
176.953125	9.342773e-6	9.845645e-6	8.924952e-6
177.34375	8.11854e-6	7.618301e-6	7.229573e-6
177.734375	6.465859e-6	5.113448e-6	5.009191e-6
178.125	8.736797e-6	8.819461e-6	8.002783e-6
178.515625	1.00236e-5	1.050204e-5	9.385283e-6
178.90625	9.487582e-6	9.585632e-6	8.783015e-6
179.296875	7.408702e-6	6.405543e-6	6.372781e-6
179.6875	7.883235e-6	7.056993e-6	6.763036e-6
180.078125	9.794236e-6	1.009935e-5	9.160633e-6
180.46875	1.008028e-5	1.066022e-5	9.637616e-6
180.859375	8.757725e-6	8.50726e-6	7.876184e-6
181.25	6.335295e-6	4.660694e-6	5.057531e-6
181.640625	8.57785e-6	8.33693e-6	7.872832e-6
182.03125	9.763715e-6	1.032604e-5	9.429975e-6
182.421875	9.418879e-6	9.621493e-6	8.84081e-6
182.8125	7.375639e-6	6.60683e-6	6.395656e-6
183.203125	6.772658e-6	5.999661e-6	6.109612e-6
183.59375	8.651864e-6	8.917716e-6	8.452865e-6
183.984375	9.288053e-6	9.701996e-6	9.005806e-6
