Source File Name:	SigPro_Rock
Signal:	FFT - Usr FFT / Vib / Velocity - Magnitude

Frequency	Magnitude	Magnitude	Magnitude
[ Hz ]	[ m/s ]	[ m/s ]	[ m/s ]
116.40625	1.702327e-6	4.705641e-8	1.260489e-8
116.796875	1.281296e-6	2.424363e-8	7.935691e-9
117.1875	1.234646e-6	3.190205e-8	3.034226e-8
117.578125	1.722626e-6	4.535676e-8	3.190975e-8
117.96875	1.91418e-6	5.382168e-8	9.313908e-9
118.359375	1.688537e-6	5.596156e-8	3.181813e-8
118.75	9.997697e-7	7.30066e-8	1.422655e-8
119.140625	1.56791e-6	1.503076e-8	2.285396e-8
119.53125	1.924869e-6	5.238972e-8	1.2901e-8
119.921875	2.051705e-6	7.447966e-8	4.231792e-8
120.3125	1.395363e-6	3.933561e-8	1.500477e-8
120.703125	1.18827e-6	6.439495e-8	5.917534e-9
121.09375	1.832308e-6	5.638698e-8	1.984639e-8
121.484375	2.023694e-6	4.601021e-8	1.42268e-8
121.875	1.695806e-6	7.910588e-8	1.028296e-8
122.265625	9.825557e-7	7.552833e-8	2.084063e-8
122.65625	1.45667e-6	3.447824e-8	1.903325e-8
123.046875	1.801376e-6	9.22647e-8	2.11067e-8
123.4375	1.753458e-6	5.801342e-8	2.434876e-8
123.828125	1.330441e-6	6.765837e-8	3.064808e-8
124.21875	1.03005e-6	1.784672e-8	2.878173e-8
124.609375	1.58578e-6	4.053719e-8	2.912949e-8
125	1.722259e-6	5.043776e-8	2.511111e-8
125.390625	1.432749e-6	6.568029e-8	2.570259e-8
125.78125	9.224311e-7	6.916153e-8	5.064248e-8
126.171875	1.093463e-6	5.964453e-8	3.890344e-8
126.5625	1.471909e-6	5.976658e-8	1.304903e-8
126.953125	1.523644e-6	6.932375e-8	3.545662e-8
127.34375	1.225622e-6	7.306606e-8	6.023567e-8
127.734375	8.099497e-7	5.507383e-8	4.913489e-8
128.125	1.198069e-6	7.899782e-8	5.604567e-8
128.515625	1.399511e-6	9.128656e-8	1.703913e-8
128.90625	1.289395e-6	8.792416e-8	4.895482e-8
129.296875	9.034754e-7	6.314786e-8	3.288575e-8
129.6875	8.633108e-7	5.913569e-8	3.787522e-8
130.078125	1.225552e-6	8.332561e-8	2.738493e-8
130.46875	1.298598e-6	1.092467e-7	2.889703e-8
130.859375	9.71899e-7	1.072805e-7	4.168429e-8
131.25	7.676953e-7	8.11016e-8	4.186015e-8
131.640625	1.00763e-6	8.122713e-8	2.237306e-8
132.03125	1.145654e-6	1.157378e-7	1.213073e-8
132.421875	1.109187e-6	1.236654e-7	2.7091e-8
132.8125	7.367414e-7	1.181771e-7	5.557693e-8
133.203125	9.082606e-7	1.0659e-7	1.311476e-8
133.59375	1.099244e-6	1.566414e-7	2.420376e-8
133.984375	1.100302e-6	1.677869e-7	5.575814e-8
134.375	8.412659e-7	1.55401e-7	4.18055e-8
134.765625	4.97976e-7	1.215582e-7	2.433196e-8
135.15625	9.194115e-7	9.362653e-8	1.530686e-8
135.546875	1.101978e-6	1.655838e-7	3.102358e-8
135.9375	9.730824e-7	1.760451e-7	5.325327e-8
136.328125	6.129644e-7	1.363798e-7	5.328903e-8
136.71875	8.394551e-7	1.151616e-7	1.423627e-8
137.109375	9.288033e-7	1.532794e-7	5.282417e-8
137.5	9.512979e-7	1.716071e-7	5.788875e-8
137.890625	7.809859e-7	1.777994e-7	6.619623e-8
138.28125	3.703283e-7	1.335133e-7	4.646601e-8
138.671875	9.674428e-7	1.364694e-7	4.858721e-8
