Frequency (Hz),Distance (mm),Magnitude (m/s),Max Magnitude (m/s),Relative dB,fig
1983.59375,0,1.21E-06,1.49E-05,-10.88959354,1.21
1983.984375,0,1.98E-06,1.49E-05,-8.766654283,1.98
1984.375,0,1.40E-06,1.49E-05,-10.26951533,1.4
1984.765625,0,7.31E-07,1.49E-05,-13.09193268,0.731
1985.15625,0,8.47E-07,1.49E-05,-12.45316549,0.847
1985.546875,0,1.50E-06,1.49E-05,-9.972140224,1.5
1985.9375,0,1.79E-06,1.49E-05,-9.199403665,1.79
1986.328125,0,1.01E-06,1.49E-05,-11.6984639,1.01
1986.71875,0,8.16E-07,1.49E-05,-12.6153688,0.816
1987.109375,0,1.09E-06,1.49E-05,-11.37318054,1.09
1987.5,0,1.87E-06,1.49E-05,-9.023530698,1.87
1987.890625,0,1.42E-06,1.49E-05,-10.19468026,1.42
1988.28125,0,7.27E-07,1.49E-05,-13.11365867,0.727
1988.671875,0,8.56E-07,1.49E-05,-12.40642038,0.856
1989.0625,0,1.59E-06,1.49E-05,-9.716083623,1.59
1989.453125,0,1.94E-06,1.49E-05,-8.84738279,1.94
1989.84375,0,1.00E-06,1.49E-05,-11.7221367,1
1990.234375,0,7.65E-07,1.49E-05,-12.89297867,0.765
1990.625,0,9.74E-07,1.49E-05,-11.84571936,0.974
1991.015625,0,1.91E-06,1.49E-05,-8.913428225,1.91
1991.40625,0,1.57E-06,1.49E-05,-9.770805825,1.57
1991.796875,0,7.71E-07,1.49E-05,-12.86267382,0.771
1992.1875,0,8.89E-07,1.49E-05,-12.24226573,0.889
1992.578125,0,1.45E-06,1.49E-05,-10.11947376,1.45
1992.96875,0,1.95E-06,1.49E-05,-8.824726842,1.95
1993.359375,0,1.07E-06,1.49E-05,-11.43023489,1.07
1993.75,0,7.18E-07,1.49E-05,-13.17306259,0.718
1994.140625,0,9.57E-07,1.49E-05,-11.92419347,0.957
1994.53125,0,1.90E-06,1.49E-05,-8.933441821,1.9
1994.921875,0,1.67E-06,1.49E-05,-9.51114696,1.67
1995.3125,0,8.47E-07,1.49E-05,-12.45223698,0.847
1995.703125,0,7.42E-07,1.49E-05,-13.02801386,0.742
1996.09375,0,1.38E-06,1.49E-05,-10.33833375,1.38
1996.484375,0,1.98E-06,1.49E-05,-8.765370903,1.98
1996.875,0,1.21E-06,1.49E-05,-10.88759785,1.21
1997.265625,0,7.68E-07,1.49E-05,-12.87876963,0.768
1997.65625,0,8.95E-07,1.49E-05,-12.21336254,0.895
1998.046875,0,1.79E-06,1.49E-05,-9.213811747,1.79
1998.4375,0,1.68E-06,1.49E-05,-9.47385065,1.68
1998.828125,0,9.07E-07,1.49E-05,-12.15506015,0.907
1999.21875,0,7.74E-07,1.49E-05,-12.84489525,0.774
1999.609375,0,1.36E-06,1.49E-05,-10.39947638,1.36
2000,0,1.96E-06,1.49E-05,-8.811935125,1.96
2000.390625,0,1.35E-06,1.49E-05,-10.44319351,1.35
2000.78125,0,7.98E-07,1.49E-05,-12.71340633,0.798
2001.171875,0,9.40E-07,1.49E-05,-11.99838505,0.94
2001.5625,0,1.74E-06,1.49E-05,-9.314202059,1.74
2001.953125,0,1.82E-06,1.49E-05,-9.139582779,1.82
2002.34375,0,1.08E-06,1.49E-05,-11.38423093,1.08
2002.734375,0,7.68E-07,1.49E-05,-12.88070709,0.768
2003.125,0,1.29E-06,1.49E-05,-10.63725844,1.29
2003.515625,0,1.82E-06,1.49E-05,-9.121066749,1.82
2003.90625,0,1.46E-06,1.49E-05,-10.08473038,1.46
2004.296875,0,9.24E-07,1.49E-05,-12.07555143,0.924
2004.6875,0,9.99E-07,1.49E-05,-11.73716605,0.999
2005.078125,0,1.66E-06,1.49E-05,-9.523689761,1.66
2005.46875,0,1.83E-06,1.49E-05,-9.101076851,1.83
2005.859375,0,1.20E-06,1.49E-05,-10.93058569,1.2
2006.25,0,7.21E-07,1.49E-05,-13.15092735,0.721
2006.640625,0,1.11E-06,1.49E-05,-11.28926852,1.11
2007.03125,0,1.81E-06,1.49E-05,-9.147817571,1.81
2007.421875,0,1.67E-06,1.49E-05,-9.516950903,1.67
2007.8125,0,9.72E-07,1.49E-05,-11.85541272,0.972
2008.203125,0,8.90E-07,1.49E-05,-12.23897479,0.89
2008.59375,0,1.39E-06,1.49E-05,-10.29216134,1.39
2008.984375,0,1.82E-06,1.49E-05,-9.13472963,1.82
2009.375,0,1.32E-06,1.49E-05,-10.54131733,1.32
2009.765625,0,8.16E-07,1.49E-05,-12.61372864,0.816
2010.15625,0,1.14E-06,1.49E-05,-11.15118001,1.14
2010.546875,0,1.73E-06,1.49E-05,-9.357689666,1.73
2010.9375,0,1.63E-06,1.49E-05,-9.608742551,1.63
2011.328125,0,9.78E-07,1.49E-05,-11.82908788,0.978
2011.71875,0,8.70E-07,1.49E-05,-12.33492035,0.87
2012.109375,0,1.39E-06,1.49E-05,-10.30208338,1.39
2012.5,0,1.91E-06,1.49E-05,-8.910408497,1.91
2012.890625,0,1.46E-06,1.49E-05,-10.07369988,1.46
2013.28125,0,7.94E-07,1.49E-05,-12.73394155,0.794
2013.671875,0,1.06E-06,1.49E-05,-11.46568441,1.06
2014.0625,0,1.65E-06,1.49E-05,-9.547986165,1.65
2014.453125,0,1.87E-06,1.49E-05,-9.012928748,1.87
2014.84375,0,1.21E-06,1.49E-05,-10.89759263,1.21
2015.234375,0,8.45E-07,1.49E-05,-12.4620484,0.845
2015.625,0,1.24E-06,1.49E-05,-10.78046569,1.24
2016.015625,0,1.85E-06,1.49E-05,-9.05646602,1.85
2016.40625,0,1.55E-06,1.49E-05,-9.823303711,1.55
2016.796875,0,9.20E-07,1.49E-05,-12.09463779,0.92
2017.1875,0,9.93E-07,1.49E-05,-11.76045457,0.993
2017.578125,0,1.69E-06,1.49E-05,-9.460632054,1.69
2017.96875,0,2.02E-06,1.49E-05,-8.684898443,2.02
2018.359375,0,1.15E-06,1.49E-05,-11.11687422,1.15
2018.75,0,8.22E-07,1.49E-05,-12.58350855,0.822
2019.140625,0,1.14E-06,1.49E-05,-11.1732154,1.14
2019.53125,0,1.97E-06,1.49E-05,-8.783588683,1.97
2019.921875,0,1.68E-06,1.49E-05,-9.489106994,1.68
2020.3125,0,9.06E-07,1.49E-05,-12.1591587,0.906
2020.703125,0,8.82E-07,1.49E-05,-12.27865575,0.882
2021.09375,0,1.50E-06,1.49E-05,-9.96285082,1.5
2021.484375,0,1.96E-06,1.49E-05,-8.816353899,1.96
2021.875,0,1.26E-06,1.49E-05,-10.7421703,1.26
2022.265625,0,8.04E-07,1.49E-05,-12.67974408,0.804
2022.65625,0,1.20E-06,1.49E-05,-10.95072526,1.2
2023.046875,0,1.93E-06,1.49E-05,-8.885656146,1.93
2023.4375,0,1.57E-06,1.49E-05,-9.768179969,1.57
2023.828125,0,1.04E-06,1.49E-05,-11.54515722,1.04
2024.21875,0,7.58E-07,1.49E-05,-12.93476271,0.758
2024.609375,0,1.59E-06,1.49E-05,-9.716493183,1.59
2025,0,2.00E-06,1.49E-05,-8.721845028,2
2025.390625,0,1.34E-06,1.49E-05,-10.47141924,1.34
2025.78125,0,8.84E-07,1.49E-05,-12.26908837,0.884
2026.171875,0,1.08E-06,1.49E-05,-11.38816541,1.08
2026.5625,0,1.90E-06,1.49E-05,-8.950218789,1.9
2026.953125,0,1.79E-06,1.49E-05,-9.197903449,1.79
2027.34375,0,1.21E-06,1.49E-05,-10.89893322,1.21
2027.734375,0,7.15E-07,1.49E-05,-13.18834066,0.715
2028.125,0,1.48E-06,1.49E-05,-10.02161394,1.48
2028.515625,0,1.85E-06,1.49E-05,-9.071270533,1.85
2028.90625,0,1.40E-06,1.49E-05,-10.27329441,1.4
2029.296875,0,9.99E-07,1.49E-05,-11.73422372,0.999
2029.6875,0,1.09E-06,1.49E-05,-11.33807449,1.09
2030.078125,0,1.87E-06,1.49E-05,-9.01043315,1.87
2030.46875,0,1.78E-06,1.49E-05,-9.220412582,1.78
2030.859375,0,1.17E-06,1.49E-05,-11.03257451,1.17
2031.25,0,7.01E-07,1.49E-05,-13.27402832,0.701
2031.640625,0,1.40E-06,1.49E-05,-10.2814906,1.4
2032.03125,0,1.91E-06,1.49E-05,-8.925268737,1.91
2032.421875,0,1.49E-06,1.49E-05,-9.999452066,1.49
2032.8125,0,1.03E-06,1.49E-05,-11.6158115,1.03
2033.203125,0,1.00E-06,1.49E-05,-11.71651581,1
2033.59375,0,1.62E-06,1.49E-05,-9.628747059,1.62
2033.984375,0,1.76E-06,1.49E-05,-9.280014192,1.76
2034.375,0,1.36E-06,1.49E-05,-10.3890331,1.36
2034.765625,0,8.78E-07,1.49E-05,-12.29813303,0.878
2035.15625,0,1.33E-06,1.49E-05,-10.48471794,1.33
2035.546875,0,1.78E-06,1.49E-05,-9.21808216,1.78
2035.9375,0,1.52E-06,1.49E-05,-9.906720421,1.52
2036.328125,0,1.13E-06,1.49E-05,-11.18955209,1.13
2036.71875,0,8.74E-07,1.49E-05,-12.31545958,0.874
2037.109375,0,1.61E-06,1.49E-05,-9.666596461,1.61
2037.5,0,1.84E-06,1.49E-05,-9.081749442,1.84
2037.890625,0,1.40E-06,1.49E-05,-10.27319198,1.4
2038.28125,0,9.35E-07,1.49E-05,-12.02274851,0.935
2038.671875,0,1.18E-06,1.49E-05,-11.01221459,1.18
2039.0625,0,1.80E-06,1.49E-05,-9.177318803,1.8
2039.453125,0,1.81E-06,1.49E-05,-9.162463821,1.81
2039.84375,0,1.21E-06,1.49E-05,-10.89367001,1.21
2040.234375,0,8.68E-07,1.49E-05,-12.34621165,0.868
2040.625,0,1.42E-06,1.49E-05,-10.1980134,1.42
2041.015625,0,1.85E-06,1.49E-05,-9.063416752,1.85
2041.40625,0,1.47E-06,1.49E-05,-10.06226266,1.47
2041.796875,0,1.05E-06,1.49E-05,-11.50067205,1.05
2042.1875,0,1.13E-06,1.49E-05,-11.2197816,1.13
2042.578125,0,1.81E-06,1.49E-05,-9.148588962,1.81
2042.96875,0,1.85E-06,1.49E-05,-9.070912807,1.85
2043.359375,0,1.21E-06,1.49E-05,-10.9005647,1.21
2043.75,0,8.22E-07,1.49E-05,-12.58372942,0.822
2044.140625,0,1.35E-06,1.49E-05,-10.44309022,1.35
2044.53125,0,2.02E-06,1.49E-05,-8.685258045,2.02
2044.921875,0,1.44E-06,1.49E-05,-10.1539386,1.44
2045.3125,0,1.19E-06,1.49E-05,-10.96251784,1.19
2045.703125,0,9.03E-07,1.49E-05,-12.17657356,0.903
2046.09375,0,1.77E-06,1.49E-05,-9.252230621,1.77
2046.484375,0,1.78E-06,1.49E-05,-9.220670783,1.78
2046.875,0,1.31E-06,1.49E-05,-10.56152739,1.31
2047.265625,0,1.00E-06,1.49E-05,-11.71509658,1
2047.65625,0,1.30E-06,1.49E-05,-10.5921118,1.3
2048.046875,0,1.95E-06,1.49E-05,-8.831737064,1.95
2048.4375,0,1.35E-06,1.49E-05,-10.42875341,1.35
2048.828125,0,1.21E-06,1.49E-05,-10.89000853,1.21
2049.21875,0,8.13E-07,1.49E-05,-12.63060575,0.813
2049.609375,0,1.83E-06,1.49E-05,-9.09978552,1.83
2050,0,1.80E-06,1.49E-05,-9.186638099,1.8
2050.390625,0,1.34E-06,1.49E-05,-10.45764939,1.34
2050.78125,0,1.06E-06,1.49E-05,-11.48406792,1.06
2051.171875,0,1.33E-06,1.49E-05,-10.50251204,1.33
2051.5625,0,1.94E-06,1.49E-05,-8.845360312,1.94
2051.953125,0,1.49E-06,1.49E-05,-9.997243542,1.49
2052.34375,0,1.42E-06,1.49E-05,-10.20969497,1.42
2052.734375,0,7.69E-07,1.49E-05,-12.87527421,0.769
2053.125,0,1.72E-06,1.49E-05,-9.371342064,1.72
2053.515625,0,1.61E-06,1.49E-05,-9.653185271,1.61
2053.90625,0,1.49E-06,1.49E-05,-10.00272321,1.49
2054.296875,0,1.29E-06,1.49E-05,-10.61201316,1.29
2054.6875,0,1.31E-06,1.49E-05,-10.54901697,1.31
2055.078125,0,1.90E-06,1.49E-05,-8.955410745,1.9
2055.46875,0,1.47E-06,1.49E-05,-10.05011827,1.47
2055.859375,0,1.58E-06,1.49E-05,-9.737626963,1.58
2056.25,0,8.18E-07,1.49E-05,-12.60608789,0.818
2056.640625,0,1.58E-06,1.49E-05,-9.739913193,1.58
2057.03125,0,1.62E-06,1.49E-05,-9.637270187,1.62
2057.421875,0,1.62E-06,1.49E-05,-9.634493378,1.62
2057.8125,0,1.31E-06,1.49E-05,-10.57245752,1.31
2058.203125,0,1.13E-06,1.49E-05,-11.2144235,1.13
2058.59375,0,1.60E-06,1.49E-05,-9.677748246,1.6
2058.984375,0,1.52E-06,1.49E-05,-9.907025681,1.52
2059.375,0,1.79E-06,1.49E-05,-9.211764412,1.79
2059.765625,0,8.87E-07,1.49E-05,-12.25133652,0.887
2060.15625,0,1.50E-06,1.49E-05,-9.959537367,1.5
2060.546875,0,1.45E-06,1.49E-05,-10.10440894,1.45
2060.9375,0,1.71E-06,1.49E-05,-9.399667189,1.71
2061.328125,0,1.33E-06,1.49E-05,-10.50035942,1.33
2061.71875,0,1.13E-06,1.49E-05,-11.21680663,1.13
2062.109375,0,1.58E-06,1.49E-05,-9.737832757,1.58
2062.5,0,1.67E-06,1.49E-05,-9.508407964,1.67
2062.890625,0,1.72E-06,1.49E-05,-9.380309195,1.72
2063.28125,0,8.71E-07,1.49E-05,-12.33095371,0.871
2063.671875,0,1.33E-06,1.49E-05,-10.49282385,1.33
2064.0625,0,1.59E-06,1.49E-05,-9.712429322,1.59
2064.453125,0,1.92E-06,1.49E-05,-8.909344945,1.92
2064.84375,0,1.34E-06,1.49E-05,-10.45389419,1.34
2065.234375,0,9.12E-07,1.49E-05,-12.13228623,0.912
2065.625,0,1.37E-06,1.49E-05,-10.35215024,1.37
2066.015625,0,1.79E-06,1.49E-05,-9.211127552,1.79
2066.40625,0,1.81E-06,1.49E-05,-9.146802036,1.81
2066.796875,0,1.07E-06,1.49E-05,-11.41869521,1.07
2067.1875,0,1.18E-06,1.49E-05,-11.01829044,1.18
2067.578125,0,1.57E-06,1.49E-05,-9.781946038,1.57
2067.96875,0,1.77E-06,1.49E-05,-9.260551716,1.77
2068.359375,0,1.42E-06,1.49E-05,-10.21728158,1.42
2068.75,0,7.03E-07,1.49E-05,-13.25953281,0.703
2069.140625,0,1.42E-06,1.49E-05,-10.20219487,1.42
2069.53125,0,1.79E-06,1.49E-05,-9.205997188,1.79
2069.921875,0,1.68E-06,1.49E-05,-9.487710536,1.68
2070.3125,0,1.12E-06,1.49E-05,-11.24587557,1.12
2070.703125,0,1.05E-06,1.49E-05,-11.53525477,1.05
2071.09375,0,1.63E-06,1.49E-05,-9.606220835,1.63
2071.484375,0,1.89E-06,1.49E-05,-8.96531717,1.89
2071.875,0,1.54E-06,1.49E-05,-9.865796554,1.54
2072.265625,0,8.08E-07,1.49E-05,-12.65766093,0.808
2072.65625,0,1.30E-06,1.49E-05,-10.60694212,1.3
2073.046875,0,1.63E-06,1.49E-05,-9.621479998,1.63
2073.4375,0,1.79E-06,1.49E-05,-9.200361264,1.79
2073.828125,0,1.29E-06,1.49E-05,-10.63983125,1.29
2074.21875,0,1.06E-06,1.49E-05,-11.47229859,1.06
2074.609375,0,1.53E-06,1.49E-05,-9.876489296,1.53
2075,0,1.76E-06,1.49E-05,-9.282437394,1.76
2075.390625,0,1.58E-06,1.49E-05,-9.750506478,1.58
2075.78125,0,1.01E-06,1.49E-05,-11.68005756,1.01
2076.171875,0,1.28E-06,1.49E-05,-10.65659176,1.28
2076.5625,0,1.69E-06,1.49E-05,-9.441654558,1.69
2076.953125,0,1.76E-06,1.49E-05,-9.267627847,1.76
2077.34375,0,1.30E-06,1.49E-05,-10.57934322,1.3
2077.734375,0,8.83E-07,1.49E-05,-12.27368812,0.883
2078.125,0,1.39E-06,1.49E-05,-10.29615053,1.39
2078.515625,0,1.91E-06,1.49E-05,-8.932475192,1.91
2078.90625,0,1.79E-06,1.49E-05,-9.198761344,1.79
2079.296875,0,1.03E-06,1.49E-05,-11.58503635,1.03
2079.6875,0,1.08E-06,1.49E-05,-11.3815939,1.08
2080.078125,0,1.47E-06,1.49E-05,-10.06482401,1.47
2080.46875,0,1.88E-06,1.49E-05,-8.982252555,1.88
2080.859375,0,1.51E-06,1.49E-05,-9.943563158,1.51
2081.25,0,7.20E-07,1.49E-05,-13.15554453,0.72
2081.640625,0,1.25E-06,1.49E-05,-10.74937913,1.25
2082.03125,0,1.78E-06,1.49E-05,-9.236154339,1.78
2082.421875,0,1.81E-06,1.49E-05,-9.146797247,1.81
2082.8125,0,1.07E-06,1.49E-05,-11.44340212,1.07
2083.203125,0,1.05E-06,1.49E-05,-11.50687376,1.05
2083.59375,0,1.62E-06,1.49E-05,-9.629860384,1.62
2083.984375,0,1.97E-06,1.49E-05,-8.792236307,1.97
2084.375,0,1.35E-06,1.49E-05,-10.41485179,1.35
2084.765625,0,8.16E-07,1.49E-05,-12.61247154,0.816
2085.15625,0,1.17E-06,1.49E-05,-11.04813366,1.17
2085.546875,0,1.99E-06,1.49E-05,-8.745613111,1.99
2085.9375,0,1.83E-06,1.49E-05,-9.104040071,1.83
2086.328125,0,1.16E-06,1.49E-05,-11.08519793,1.16
2086.71875,0,8.95E-07,1.49E-05,-12.2122399,0.895
2087.109375,0,1.56E-06,1.49E-05,-9.805374273,1.56
2087.5,0,1.91E-06,1.49E-05,-8.920280879,1.91
2087.890625,0,1.42E-06,1.49E-05,-10.21728158,1.42
2088.28125,0,9.68E-07,1.49E-05,-11.87308982,0.968
2088.671875,0,1.19E-06,1.49E-05,-10.96220499,1.19
2089.0625,0,1.89E-06,1.49E-05,-8.97129765,1.89
2089.453125,0,1.62E-06,1.49E-05,-9.648258122,1.62
2089.84375,0,1.32E-06,1.49E-05,-10.51151029,1.32
2090.234375,0,8.21E-07,1.49E-05,-12.58975271,0.821
2090.625,0,1.70E-06,1.49E-05,-9.420522134,1.7
2091.015625,0,1.85E-06,1.49E-05,-9.067638158,1.85
2091.40625,0,1.49E-06,1.49E-05,-9.988580548,1.49
2091.796875,0,1.11E-06,1.49E-05,-11.26757834,1.11
2092.1875,0,1.15E-06,1.49E-05,-11.1115248,1.15
2092.578125,0,1.77E-06,1.49E-05,-9.26231475,1.77
2092.96875,0,1.69E-06,1.49E-05,-9.449972048,1.69
2093.359375,0,1.45E-06,1.49E-05,-10.11681111,1.45
2093.75,0,7.91E-07,1.49E-05,-12.75091326,0.791
2094.140625,0,1.49E-06,1.49E-05,-9.990319327,1.49
2094.53125,0,1.71E-06,1.49E-05,-9.414613756,1.71
2094.921875,0,1.70E-06,1.49E-05,-9.437647737,1.7
2095.3125,0,1.28E-06,1.49E-05,-10.65694438,1.28
2095.703125,0,1.12E-06,1.49E-05,-11.25458257,1.12
2096.09375,0,1.55E-06,1.49E-05,-9.82489916,1.55
2096.484375,0,1.67E-06,1.49E-05,-9.51482858,1.67
2096.875,0,1.60E-06,1.49E-05,-9.693378047,1.6
2097.265625,0,9.37E-07,1.49E-05,-12.0121981,0.937
2097.65625,0,1.37E-06,1.49E-05,-10.35097454,1.37
2098.046875,0,1.71E-06,1.49E-05,-9.405423079,1.71
2098.4375,0,1.76E-06,1.49E-05,-9.284078331,1.76
2098.828125,0,1.35E-06,1.49E-05,-10.41890719,1.35
2099.21875,0,9.69E-07,1.49E-05,-11.86873024,0.969
2099.609375,0,1.57E-06,1.49E-05,-9.769829926,1.57
2100,0,1.78E-06,1.49E-05,-9.219947372,1.78
2100.390625,0,1.68E-06,1.49E-05,-9.471031846,1.68
2100.78125,0,1.00E-06,1.49E-05,-11.73164554,1
2101.171875,0,1.32E-06,1.49E-05,-10.54198431,1.32
2101.5625,0,1.73E-06,1.49E-05,-9.34689787,1.73
2101.953125,0,1.95E-06,1.49E-05,-8.82061944,1.95
2102.34375,0,1.43E-06,1.49E-05,-10.18601937,1.43
2102.734375,0,9.42E-07,1.49E-05,-11.99212642,0.942
2103.125,0,1.53E-06,1.49E-05,-9.898833911,1.53
2103.515625,0,1.83E-06,1.49E-05,-9.099501242,1.83
2103.90625,0,1.68E-06,1.49E-05,-9.471816384,1.68
2104.296875,0,1.10E-06,1.49E-05,-11.32113105,1.1
2104.6875,0,1.24E-06,1.49E-05,-10.81147419,1.24
2105.078125,0,1.80E-06,1.49E-05,-9.168671693,1.8
2105.46875,0,1.91E-06,1.49E-05,-8.931433571,1.91
2105.859375,0,1.50E-06,1.49E-05,-9.974747487,1.5
2106.25,0,8.53E-07,1.49E-05,-12.42038057,0.853
2106.640625,0,1.50E-06,1.49E-05,-9.978844051,1.5
2107.03125,0,1.93E-06,1.49E-05,-8.877714224,1.93
2107.421875,0,1.70E-06,1.49E-05,-9.416012383,1.7
2107.8125,0,1.25E-06,1.49E-05,-10.76887129,1.25
2108.203125,0,1.15E-06,1.49E-05,-11.10702058,1.15
2108.59375,0,1.72E-06,1.49E-05,-9.383188559,1.72
2108.984375,0,1.83E-06,1.49E-05,-9.097270304,1.83
2109.375,0,1.63E-06,1.49E-05,-9.615814891,1.63
2109.765625,0,9.01E-07,1.49E-05,-12.18477191,0.901
2110.15625,0,1.54E-06,1.49E-05,-9.868637649,1.54
2110.546875,0,1.77E-06,1.49E-05,-9.263854608,1.77
2110.9375,0,1.77E-06,1.49E-05,-9.245774835,1.77
2111.328125,0,1.27E-06,1.49E-05,-10.70422336,1.27
2111.71875,0,1.15E-06,1.49E-05,-11.11487307,1.15
2112.109375,0,1.67E-06,1.49E-05,-9.496295876,1.67
2112.5,0,1.90E-06,1.49E-05,-8.950564421,1.9
2112.890625,0,1.67E-06,1.49E-05,-9.503421283,1.67
2113.28125,0,1.11E-06,1.49E-05,-11.27117023,1.11
2113.671875,0,1.40E-06,1.49E-05,-10.26490609,1.4
2114.0625,0,1.78E-06,1.49E-05,-9.227140563,1.78
2114.453125,0,1.89E-06,1.49E-05,-8.957104569,1.89
2114.84375,0,1.45E-06,1.49E-05,-10.12276464,1.45
2115.234375,0,1.08E-06,1.49E-05,-11.38964627,1.08
2115.625,0,1.56E-06,1.49E-05,-9.800978628,1.56
2116.015625,0,1.91E-06,1.49E-05,-8.930763601,1.91
2116.40625,0,1.77E-06,1.49E-05,-9.259479984,1.77
2116.796875,0,1.33E-06,1.49E-05,-10.49471141,1.33
2117.1875,0,1.34E-06,1.49E-05,-10.45214072,1.34
2117.578125,0,1.81E-06,1.49E-05,-9.145640689,1.81
2117.96875,0,1.87E-06,1.49E-05,-9.004730001,1.87
2118.359375,0,1.59E-06,1.49E-05,-9.725045435,1.59
2118.75,0,9.41E-07,1.49E-05,-11.99686236,0.941
2119.140625,0,1.61E-06,1.49E-05,-9.662333596,1.61
2119.53125,0,1.92E-06,1.49E-05,-8.903453643,1.92
2119.921875,0,1.89E-06,1.49E-05,-8.964058687,1.89
2120.3125,0,1.31E-06,1.49E-05,-10.5569059,1.31
2120.703125,0,1.26E-06,1.49E-05,-10.74458114,1.26
2121.09375,0,1.82E-06,1.49E-05,-9.126162054,1.82
2121.484375,0,2.08E-06,1.49E-05,-8.553873489,2.08
2121.875,0,1.68E-06,1.49E-05,-9.474630532,1.68
2122.265625,0,1.02E-06,1.49E-05,-11.64667428,1.02
2122.65625,0,1.47E-06,1.49E-05,-10.04689374,1.47
2123.046875,0,1.97E-06,1.49E-05,-8.789381261,1.97
2123.4375,0,2.02E-06,1.49E-05,-8.677207504,2.02
2123.828125,0,1.48E-06,1.49E-05,-10.0159612,1.48
2124.21875,0,1.23E-06,1.49E-05,-10.8309865,1.23
2124.609375,0,1.73E-06,1.49E-05,-9.348984836,1.73
2125,0,2.01E-06,1.49E-05,-8.694881458,2.01
2125.390625,0,1.69E-06,1.49E-05,-9.443195247,1.69
2125.78125,0,1.16E-06,1.49E-05,-11.06958397,1.16
2126.171875,0,1.45E-06,1.49E-05,-10.10548988,1.45
2126.5625,0,1.99E-06,1.49E-05,-8.734985778,1.99
2126.953125,0,1.91E-06,1.49E-05,-8.931303671,1.91
2127.34375,0,1.47E-06,1.49E-05,-10.06197586,1.47
2127.734375,0,1.09E-06,1.49E-05,-11.35983749,1.09
2128.125,0,1.82E-06,1.49E-05,-9.13551542,1.82
2128.515625,0,2.17E-06,1.49E-05,-8.365462497,2.17
2128.90625,0,1.75E-06,1.49E-05,-9.307909546,1.75
2129.296875,0,1.26E-06,1.49E-05,-10.71098146,1.26
2129.6875,0,1.31E-06,1.49E-05,-10.57267035,1.31
2130.078125,0,1.94E-06,1.49E-05,-8.857852144,1.94
2130.46875,0,2.04E-06,1.49E-05,-8.629733879,2.04
2130.859375,0,1.66E-06,1.49E-05,-9.526725923,1.66
2131.25,0,1.12E-06,1.49E-05,-11.22590386,1.12
2131.640625,0,1.65E-06,1.49E-05,-9.564612915,1.65
2132.03125,0,2.02E-06,1.49E-05,-8.680181153,2.02
2132.421875,0,1.77E-06,1.49E-05,-9.250162646,1.77
2132.8125,0,1.61E-06,1.49E-05,-9.651423012,1.61
2133.203125,0,1.29E-06,1.49E-05,-10.6202629,1.29
2133.59375,0,1.97E-06,1.49E-05,-8.795214704,1.97
2133.984375,0,1.78E-06,1.49E-05,-9.232686791,1.78
2134.375,0,1.82E-06,1.49E-05,-9.12044543,1.82
2134.765625,0,1.25E-06,1.49E-05,-10.7530279,1.25
2135.15625,0,1.75E-06,1.49E-05,-9.28992055,1.75
2135.546875,0,1.95E-06,1.49E-05,-8.838310238,1.95
2135.9375,0,1.93E-06,1.49E-05,-8.869748602,1.93
2136.328125,0,1.56E-06,1.49E-05,-9.808867777,1.56
2136.71875,0,1.25E-06,1.49E-05,-10.76249156,1.25
2137.109375,0,1.81E-06,1.49E-05,-9.150331083,1.81
2137.5,0,1.97E-06,1.49E-05,-8.791781669,1.97
2137.890625,0,2.02E-06,1.49E-05,-8.668223681,2.02
2138.28125,0,1.18E-06,1.49E-05,-11.02951813,1.18
2138.671875,0,1.61E-06,1.49E-05,-9.653664298,1.61
2139.0625,0,1.76E-06,1.49E-05,-9.276111753,1.76
2139.453125,0,2.25E-06,1.49E-05,-8.214158499,2.25
2139.84375,0,1.69E-06,1.49E-05,-9.464168024,1.69
2140.234375,0,1.35E-06,1.49E-05,-10.42682676,1.35
2140.625,0,1.59E-06,1.49E-05,-9.707698856,1.59
2141.015625,0,1.98E-06,1.49E-05,-8.764791861,1.98
2141.40625,0,1.99E-06,1.49E-05,-8.747618055,1.99
2141.796875,0,1.34E-06,1.49E-05,-10.47337228,1.34
2142.1875,0,1.51E-06,1.49E-05,-9.949373023,1.51
2142.578125,0,1.96E-06,1.49E-05,-8.814942597,1.96
2142.96875,0,2.16E-06,1.49E-05,-8.390507143,2.16
2143.359375,0,1.56E-06,1.49E-05,-9.810901604,1.56
2143.75,0,1.02E-06,1.49E-05,-11.66119476,1.02
2144.140625,0,1.66E-06,1.49E-05,-9.527321908,1.66
2144.53125,0,2.27E-06,1.49E-05,-8.168106294,2.27
2144.921875,0,1.99E-06,1.49E-05,-8.750150674,1.99
2145.3125,0,1.29E-06,1.49E-05,-10.61689527,1.29
2145.703125,0,1.27E-06,1.49E-05,-10.69501225,1.27
2146.09375,0,2.02E-06,1.49E-05,-8.683862868,2.02
2146.484375,0,2.30E-06,1.49E-05,-8.109953061,2.3
2146.875,0,1.69E-06,1.49E-05,-9.453126699,1.69
2147.265625,0,1.22E-06,1.49E-05,-10.86621086,1.22
2147.65625,0,1.51E-06,1.49E-05,-9.935414241,1.51
2148.046875,0,2.09E-06,1.49E-05,-8.520279471,2.09
2148.4375,0,1.87E-06,1.49E-05,-9.008736962,1.87
2148.828125,0,1.61E-06,1.49E-05,-9.651269689,1.61
2149.21875,0,1.28E-06,1.49E-05,-10.64718667,1.28
