Frequency (Hz),Distance (mm),Magnitude (m/s),Max Magnitude (m/s),Relative dB,fig
157.03125,0,9.49E-07,4.79E-06,-7.032150818,0.949
157.421875,0,8.86E-07,4.79E-06,-7.326724995,0.886
157.8125,0,6.48E-07,4.79E-06,-8.686124169,0.648
158.203125,0,5.36E-07,4.79E-06,-9.510902733,0.536
158.59375,0,7.77E-07,4.79E-06,-7.899411009,0.777
158.984375,0,8.92E-07,4.79E-06,-7.299685655,0.892
159.375,0,8.25E-07,4.79E-06,-7.637683472,0.825
159.765625,0,5.38E-07,4.79E-06,-9.496121702,0.538
160.15625,0,7.21E-07,4.79E-06,-8.226896539,0.721
160.546875,0,9.10E-07,4.79E-06,-7.214467714,0.91
160.9375,0,9.42E-07,4.79E-06,-7.063902004,0.942
161.328125,0,7.13E-07,4.79E-06,-8.273245048,0.713
161.71875,0,4.96E-07,4.79E-06,-9.85049839,0.496
162.109375,0,7.85E-07,4.79E-06,-7.853813849,0.785
162.5,0,9.66E-07,4.79E-06,-6.95282954,0.966
162.890625,0,9.05E-07,4.79E-06,-7.236699947,0.905
163.28125,0,6.45E-07,4.79E-06,-8.707106932,0.645
163.671875,0,6.77E-07,4.79E-06,-8.49987024,0.677
164.0625,0,9.89E-07,4.79E-06,-6.851854641,0.989
164.453125,0,1.07E-06,4.79E-06,-6.499855927,1.07
164.84375,0,9.11E-07,4.79E-06,-7.208412116,0.911
165.234375,0,4.52E-07,4.79E-06,-10.25620049,0.452
165.625,0,9.23E-07,4.79E-06,-7.151100045,0.923
166.015625,0,1.17E-06,4.79E-06,-6.119715161,1.17
166.40625,0,1.11E-06,4.79E-06,-6.339968482,1.11
166.796875,0,8.83E-07,4.79E-06,-7.345881239,0.883
