Frequency (Hz),Distance (mm),Magnitude (m/s),Max Magnitude (m/s),Relative dB,fig
2197.265625,0,2.58E-07,5.03E-06,-12.90108897,0.258
2197.65625,0,3.40E-07,5.03E-06,-11.7051821,0.34
2198.046875,0,6.98E-07,5.03E-06,-8.576917193,0.698
2198.4375,0,8.57E-07,5.03E-06,-7.685528567,0.857
2198.828125,0,5.16E-07,5.03E-06,-9.887213806,0.516
2199.21875,0,3.70E-07,5.03E-06,-11.33934972,0.37
2199.609375,0,4.86E-07,5.03E-06,-10.1466577,0.486
2200,0,8.13E-07,5.03E-06,-7.912942518,0.813
2200.390625,0,6.14E-07,5.03E-06,-9.137137068,0.614
2200.78125,0,5.01E-07,5.03E-06,-10.01453474,0.501
2201.171875,0,5.05E-07,5.03E-06,-9.983940973,0.505
2201.5625,0,6.98E-07,5.03E-06,-8.577355222,0.698
2201.953125,0,6.93E-07,5.03E-06,-8.606029379,0.693
2202.34375,0,4.52E-07,5.03E-06,-10.46147158,0.452
2202.734375,0,4.54E-07,5.03E-06,-10.44255649,0.454
2203.125,0,6.34E-07,5.03E-06,-8.99745688,0.634
2203.515625,0,7.22E-07,5.03E-06,-8.428556012,0.722
2203.90625,0,6.43E-07,5.03E-06,-8.935690104,0.643
2204.296875,0,5.24E-07,5.03E-06,-9.821969172,0.524
2204.6875,0,4.70E-07,5.03E-06,-10.29772668,0.47
2205.078125,0,6.82E-07,5.03E-06,-8.675983425,0.682
2205.46875,0,7.48E-07,5.03E-06,-8.278007606,0.748
2205.859375,0,8.02E-07,5.03E-06,-7.974623404,0.802
2206.25,0,3.22E-07,5.03E-06,-11.9350567,0.322
2206.640625,0,5.90E-07,5.03E-06,-9.307180345,0.59
2207.03125,0,5.39E-07,5.03E-06,-9.701842488,0.539
2207.421875,0,9.69E-07,5.03E-06,-7.154653108,0.969
2207.8125,0,6.71E-07,5.03E-06,-8.749021663,0.671
2208.203125,0,3.73E-07,5.03E-06,-11.30026965,0.373
2208.59375,0,5.20E-07,5.03E-06,-9.858130955,0.52
2208.984375,0,6.70E-07,5.03E-06,-8.752074847,0.67
2209.375,0,8.96E-07,5.03E-06,-7.493514486,0.896
2209.765625,0,4.92E-07,5.03E-06,-10.0955972,0.492
2210.15625,0,5.71E-07,5.03E-06,-9.4506713,0.571
2210.546875,0,6.12E-07,5.03E-06,-9.150245347,0.612
2210.9375,0,7.26E-07,5.03E-06,-8.406791633,0.726
2211.328125,0,6.37E-07,5.03E-06,-8.972141855,0.637
2211.71875,0,4.22E-07,5.03E-06,-10.76726721,0.422
2212.109375,0,7.65E-07,5.03E-06,-8.177119274,0.765
2212.5,0,7.31E-07,5.03E-06,-8.375446912,0.731
2212.890625,0,5.81E-07,5.03E-06,-9.373988044,0.581
2213.28125,0,5.34E-07,5.03E-06,-9.743421534,0.534
2213.671875,0,6.00E-07,5.03E-06,-9.237682211,0.6
2214.0625,0,8.93E-07,5.03E-06,-7.509531912,0.893
2214.453125,0,6.21E-07,5.03E-06,-9.086309681,0.621
2214.84375,0,6.17E-07,5.03E-06,-9.115729872,0.617
2215.234375,0,4.46E-07,5.03E-06,-10.52475951,0.446
2215.625,0,6.98E-07,5.03E-06,-8.578337214,0.698
2216.015625,0,7.25E-07,5.03E-06,-8.412239883,0.725
2216.40625,0,6.76E-07,5.03E-06,-8.71666327,0.676
2216.796875,0,5.21E-07,5.03E-06,-9.843524815,0.521
2217.1875,0,4.95E-07,5.03E-06,-10.07014027,0.495
2217.578125,0,6.16E-07,5.03E-06,-9.121214596,0.616
2217.96875,0,8.02E-07,5.03E-06,-7.972363353,0.802
2218.359375,0,6.97E-07,5.03E-06,-8.581506243,0.697
2218.75,0,5.18E-07,5.03E-06,-9.869303878,0.518
2219.140625,0,4.13E-07,5.03E-06,-10.85291862,0.413
2219.53125,0,6.72E-07,5.03E-06,-8.742939829,0.672
2219.921875,0,7.90E-07,5.03E-06,-8.03974869,0.79
2220.3125,0,6.09E-07,5.03E-06,-9.167857061,0.609
2220.703125,0,4.34E-07,5.03E-06,-10.64008614,0.434
2221.09375,0,6.13E-07,5.03E-06,-9.141806312,0.613
2221.484375,0,8.13E-07,5.03E-06,-7.915552241,0.813
2221.875,0,5.88E-07,5.03E-06,-9.322079425,0.588
2222.265625,0,5.65E-07,5.03E-06,-9.49333407,0.565
2222.65625,0,4.44E-07,5.03E-06,-10.53817976,0.444
2223.046875,0,7.38E-07,5.03E-06,-8.333587055,0.738
2223.4375,0,8.19E-07,5.03E-06,-7.880512493,0.819
2223.828125,0,5.78E-07,5.03E-06,-9.398541908,0.578
2224.21875,0,3.46E-07,5.03E-06,-11.62620185,0.346
2224.609375,0,5.87E-07,5.03E-06,-9.32959109,0.587
2225,0,8.56E-07,5.03E-06,-7.69296397,0.856
2225.390625,0,7.78E-07,5.03E-06,-8.106011156,0.778
2225.78125,0,4.91E-07,5.03E-06,-10.10568937,0.491
2226.171875,0,3.51E-07,5.03E-06,-11.56466558,0.351
2226.5625,0,6.47E-07,5.03E-06,-8.907151918,0.647
2226.953125,0,9.07E-07,5.03E-06,-7.437798355,0.907
2227.34375,0,7.02E-07,5.03E-06,-8.551558986,0.702
2227.734375,0,4.43E-07,5.03E-06,-10.54791102,0.443
2228.125,0,4.62E-07,5.03E-06,-10.36792264,0.462
2228.515625,0,6.91E-07,5.03E-06,-8.617773707,0.691
2228.90625,0,8.89E-07,5.03E-06,-7.526121483,0.889
2229.296875,0,4.77E-07,5.03E-06,-10.2331928,0.477
2229.6875,0,5.09E-07,5.03E-06,-9.951343362,0.509
2230.078125,0,4.77E-07,5.03E-06,-10.23200497,0.477
2230.46875,0,6.78E-07,5.03E-06,-8.702032197,0.678
2230.859375,0,7.63E-07,5.03E-06,-8.192945339,0.763
2231.25,0,3.79E-07,5.03E-06,-11.22780865,0.379
2231.640625,0,5.05E-07,5.03E-06,-9.985930262,0.505
2232.03125,0,4.43E-07,5.03E-06,-10.55523117,0.443
2232.421875,0,7.56E-07,5.03E-06,-8.232698858,0.756
2232.8125,0,6.27E-07,5.03E-06,-9.040424377,0.627
2233.203125,0,3.78E-07,5.03E-06,-11.24509087,0.378
2233.59375,0,5.61E-07,5.03E-06,-9.522413514,0.561
2233.984375,0,5.48E-07,5.03E-06,-9.62984806,0.548
2234.375,0,8.41E-07,5.03E-06,-7.767138462,0.841
2234.765625,0,4.34E-07,5.03E-06,-10.6425391,0.434
2235.15625,0,4.15E-07,5.03E-06,-10.83281354,0.415
2235.546875,0,6.62E-07,5.03E-06,-8.807549363,0.662
2235.9375,0,7.06E-07,5.03E-06,-8.525089333,0.706
2236.328125,0,6.56E-07,5.03E-06,-8.845357962,0.656
2236.71875,0,2.08E-07,5.03E-06,-13.83459761,0.208
2237.109375,0,5.81E-07,5.03E-06,-9.373571703,0.581
2237.5,0,7.61E-07,5.03E-06,-8.201579334,0.761
2237.890625,0,6.88E-07,5.03E-06,-8.638704188,0.688
2238.28125,0,5.08E-07,5.03E-06,-9.959527808,0.508
2238.671875,0,3.93E-07,5.03E-06,-11.07699667,0.393
2239.0625,0,6.98E-07,5.03E-06,-8.579389772,0.698
2239.453125,0,7.36E-07,5.03E-06,-8.348080835,0.736
2239.84375,0,5.93E-07,5.03E-06,-9.282110752,0.593
2240.234375,0,3.66E-07,5.03E-06,-11.37904202,0.366
2240.625,0,5.41E-07,5.03E-06,-9.680068197,0.541
2241.015625,0,7.58E-07,5.03E-06,-8.220133268,0.758
2241.40625,0,4.71E-07,5.03E-06,-10.28963961,0.471
2241.796875,0,6.15E-07,5.03E-06,-9.124956102,0.615
2242.1875,0,4.92E-07,5.03E-06,-10.09873871,0.492
2242.578125,0,6.94E-07,5.03E-06,-8.600848772,0.694
2242.96875,0,5.45E-07,5.03E-06,-9.653050588,0.545
2243.359375,0,5.96E-07,5.03E-06,-9.266777595,0.596
2243.75,0,5.58E-07,5.03E-06,-9.552489585,0.558
2244.140625,0,5.68E-07,5.03E-06,-9.470841064,0.568
2244.53125,0,6.43E-07,5.03E-06,-8.935974603,0.643
2244.921875,0,5.56E-07,5.03E-06,-9.56401189,0.556
2245.3125,0,5.85E-07,5.03E-06,-9.34074614,0.585
2245.703125,0,4.33E-07,5.03E-06,-10.64658236,0.433
2246.09375,0,5.38E-07,5.03E-06,-9.704457528,0.538
2246.484375,0,7.64E-07,5.03E-06,-8.185432436,0.764
2246.875,0,6.21E-07,5.03E-06,-9.082887906,0.621
2247.265625,0,4.31E-07,5.03E-06,-10.66639022,0.431
2247.65625,0,3.23E-07,5.03E-06,-11.91902238,0.323
2248.046875,0,7.05E-07,5.03E-06,-8.530792774,0.705
2248.4375,0,7.65E-07,5.03E-06,-8.176935424,0.765
2248.828125,0,4.09E-07,5.03E-06,-10.90006001,0.409
2249.21875,0,3.25E-07,5.03E-06,-11.90150839,0.325
2249.609375,0,4.51E-07,5.03E-06,-10.47013165,0.451
2250,0,8.49E-07,5.03E-06,-7.72600398,0.849
2250.390625,0,5.76E-07,5.03E-06,-9.409048214,0.576
2250.78125,0,4.52E-07,5.03E-06,-10.46799723,0.452
2251.171875,0,4.30E-07,5.03E-06,-10.67874159,0.43
2251.5625,0,5.86E-07,5.03E-06,-9.336625133,0.586
2251.953125,0,6.96E-07,5.03E-06,-8.586979351,0.696
2252.34375,0,5.33E-07,5.03E-06,-9.745144038,0.533
2252.734375,0,5.01E-07,5.03E-06,-10.01876349,0.501
2253.125,0,4.63E-07,5.03E-06,-10.35988401,0.463
2253.515625,0,6.29E-07,5.03E-06,-9.031710859,0.629
2253.90625,0,6.35E-07,5.03E-06,-8.990360273,0.635
2254.296875,0,5.16E-07,5.03E-06,-9.889838534,0.516
2254.6875,0,5.09E-07,5.03E-06,-9.947635231,0.509
2255.078125,0,5.11E-07,5.03E-06,-9.934499218,0.511
2255.46875,0,6.31E-07,5.03E-06,-9.016491751,0.631
2255.859375,0,6.44E-07,5.03E-06,-8.924481742,0.644
2256.25,0,3.09E-07,5.03E-06,-12.11040096,0.309
2256.640625,0,6.13E-07,5.03E-06,-9.141148079,0.613
2257.03125,0,5.00E-07,5.03E-06,-10.02285401,0.5
2257.421875,0,7.53E-07,5.03E-06,-8.248234199,0.753
2257.8125,0,4.20E-07,5.03E-06,-10.78568382,0.42
2258.203125,0,4.03E-07,5.03E-06,-10.9636328,0.403
2258.59375,0,5.52E-07,5.03E-06,-9.596138804,0.552
2258.984375,0,5.68E-07,5.03E-06,-9.469294266,0.568
2259.375,0,6.83E-07,5.03E-06,-8.668341046,0.683
2259.765625,0,3.97E-07,5.03E-06,-11.03111477,0.397
2260.15625,0,5.14E-07,5.03E-06,-9.909601358,0.514
2260.546875,0,6.52E-07,5.03E-06,-8.873082665,0.652
2260.9375,0,6.24E-07,5.03E-06,-9.062591103,0.624
2261.328125,0,5.60E-07,5.03E-06,-9.532863622,0.56
2261.71875,0,2.94E-07,5.03E-06,-12.33726148,0.294
2262.109375,0,5.92E-07,5.03E-06,-9.289584336,0.592
2262.5,0,4.94E-07,5.03E-06,-10.0741416,0.494
2262.890625,0,6.99E-07,5.03E-06,-8.573255409,0.699
2263.28125,0,5.41E-07,5.03E-06,-9.683183027,0.541
2263.671875,0,4.38E-07,5.03E-06,-10.60448098,0.438
2264.0625,0,6.65E-07,5.03E-06,-8.786013161,0.665
2264.453125,0,4.26E-07,5.03E-06,-10.72142788,0.426
2264.84375,0,6.71E-07,5.03E-06,-8.746608481,0.671
2265.234375,0,2.85E-07,5.03E-06,-12.46542131,0.285
2265.625,0,5.36E-07,5.03E-06,-9.723135909,0.536
2266.015625,0,6.20E-07,5.03E-06,-9.094361795,0.62
2266.40625,0,5.70E-07,5.03E-06,-9.455230259,0.57
2266.796875,0,5.33E-07,5.03E-06,-9.749674977,0.533
2267.1875,0,4.39E-07,5.03E-06,-10.5891841,0.439
2267.578125,0,7.17E-07,5.03E-06,-8.462073122,0.717
2267.96875,0,5.58E-07,5.03E-06,-9.548001716,0.558
2268.359375,0,4.62E-07,5.03E-06,-10.3669736,0.462
2268.75,0,4.40E-07,5.03E-06,-10.58338633,0.44
2269.140625,0,5.51E-07,5.03E-06,-9.601094934,0.551
2269.53125,0,7.68E-07,5.03E-06,-8.16464421,0.768
2269.921875,0,4.90E-07,5.03E-06,-10.11555234,0.49
2270.3125,0,4.20E-07,5.03E-06,-10.78316833,0.42
2270.703125,0,5.46E-07,5.03E-06,-9.639880703,0.546
2271.09375,0,6.36E-07,5.03E-06,-8.981724671,0.636
2271.484375,0,5.47E-07,5.03E-06,-9.635745453,0.547
2271.875,0,4.75E-07,5.03E-06,-10.24426049,0.475
2272.265625,0,5.28E-07,5.03E-06,-9.785248834,0.528
2272.65625,0,5.15E-07,5.03E-06,-9.89961843,0.515
2273.046875,0,6.55E-07,5.03E-06,-8.854931413,0.655
2273.4375,0,6.17E-07,5.03E-06,-9.115710151,0.617
2273.828125,0,5.51E-07,5.03E-06,-9.602972277,0.551
2274.21875,0,4.34E-07,5.03E-06,-10.64518076,0.434
2274.609375,0,4.78E-07,5.03E-06,-10.22525128,0.478
2275,0,6.71E-07,5.03E-06,-8.74667253,0.671
2275.390625,0,5.29E-07,5.03E-06,-9.778901326,0.529
2275.78125,0,5.09E-07,5.03E-06,-9.948651345,0.509
2276.171875,0,5.10E-07,5.03E-06,-9.939157265,0.51
2276.5625,0,7.15E-07,5.03E-06,-8.474163123,0.715
2276.953125,0,5.25E-07,5.03E-06,-9.816056065,0.525
2277.34375,0,5.04E-07,5.03E-06,-9.994518227,0.504
2277.734375,0,3.71E-07,5.03E-06,-11.31782803,0.371
2278.125,0,6.48E-07,5.03E-06,-8.897941071,0.648
2278.515625,0,5.94E-07,5.03E-06,-9.277312409,0.594
2278.90625,0,5.81E-07,5.03E-06,-9.377286549,0.581
2279.296875,0,4.75E-07,5.03E-06,-10.24595237,0.475
2279.6875,0,5.96E-07,5.03E-06,-9.265056836,0.596
2280.078125,0,6.45E-07,5.03E-06,-8.921090115,0.645
2280.46875,0,6.26E-07,5.03E-06,-9.051222942,0.626
2280.859375,0,5.15E-07,5.03E-06,-9.897645508,0.515
2281.25,0,4.58E-07,5.03E-06,-10.40608641,0.458
2281.640625,0,5.56E-07,5.03E-06,-9.565743579,0.556
2282.03125,0,6.86E-07,5.03E-06,-8.653062958,0.686
2282.421875,0,6.79E-07,5.03E-06,-8.695901943,0.679
2282.8125,0,3.53E-07,5.03E-06,-11.54130512,0.353
2283.203125,0,5.67E-07,5.03E-06,-9.480694188,0.567
2283.59375,0,5.35E-07,5.03E-06,-9.729544346,0.535
2283.984375,0,7.27E-07,5.03E-06,-8.400246136,0.727
2284.375,0,5.00E-07,5.03E-06,-10.02655225,0.5
2284.765625,0,4.49E-07,5.03E-06,-10.49159854,0.449
2285.15625,0,5.81E-07,5.03E-06,-9.37458011,0.581
2285.546875,0,5.65E-07,5.03E-06,-9.494021783,0.565
2285.9375,0,7.09E-07,5.03E-06,-8.511811789,0.709
2286.328125,0,4.55E-07,5.03E-06,-10.43432331,0.455
2286.71875,0,4.71E-07,5.03E-06,-10.28389894,0.471
2287.109375,0,5.08E-07,5.03E-06,-9.954483026,0.508
2287.5,0,5.70E-07,5.03E-06,-9.454202953,0.57
2287.890625,0,7.14E-07,5.03E-06,-8.477117772,0.714
2288.28125,0,3.59E-07,5.03E-06,-11.45950641,0.359
2288.671875,0,6.37E-07,5.03E-06,-8.977527924,0.637
2289.0625,0,5.46E-07,5.03E-06,-9.643255525,0.546
2289.453125,0,6.76E-07,5.03E-06,-8.71343712,0.676
2289.84375,0,5.23E-07,5.03E-06,-9.82764388,0.523
2290.234375,0,3.81E-07,5.03E-06,-11.21119969,0.381
2290.625,0,6.86E-07,5.03E-06,-8.651320814,0.686
2291.015625,0,4.50E-07,5.03E-06,-10.48502191,0.45
2291.40625,0,7.51E-07,5.03E-06,-8.257389311,0.751
2291.796875,0,3.68E-07,5.03E-06,-11.3582415,0.368
2292.1875,0,6.74E-07,5.03E-06,-8.727796878,0.674
2292.578125,0,4.72E-07,5.03E-06,-10.2767724,0.472
2292.96875,0,7.25E-07,5.03E-06,-8.411777465,0.725
2293.359375,0,4.31E-07,5.03E-06,-10.66608724,0.431
2293.75,0,4.19E-07,5.03E-06,-10.79358315,0.419
2294.140625,0,5.69E-07,5.03E-06,-9.467432572,0.569
2294.53125,0,6.42E-07,5.03E-06,-8.940979707,0.642
2294.921875,0,5.93E-07,5.03E-06,-9.285086778,0.593
2295.3125,0,4.94E-07,5.03E-06,-10.08229525,0.494
2295.703125,0,4.84E-07,5.03E-06,-10.16980944,0.484
2296.09375,0,6.95E-07,5.03E-06,-8.598317055,0.695
2296.484375,0,4.72E-07,5.03E-06,-10.27862244,0.472
2296.875,0,5.75E-07,5.03E-06,-9.419410793,0.575
2297.265625,0,6.22E-07,5.03E-06,-9.079446473,0.622
2297.65625,0,5.96E-07,5.03E-06,-9.263545901,0.596
2298.046875,0,6.95E-07,5.03E-06,-8.594762759,0.695
2298.4375,0,4.70E-07,5.03E-06,-10.29190421,0.47
2298.828125,0,7.20E-07,5.03E-06,-8.445362814,0.72
2299.21875,0,4.03E-07,5.03E-06,-10.95983593,0.403
2299.609375,0,6.59E-07,5.03E-06,-8.826135106,0.659
2300,0,4.17E-07,5.03E-06,-10.81682268,0.417
2300.390625,0,7.71E-07,5.03E-06,-8.146085876,0.771
2300.78125,0,5.72E-07,5.03E-06,-9.43817149,0.572
2301.171875,0,6.21E-07,5.03E-06,-9.085380017,0.621
2301.5625,0,5.80E-07,5.03E-06,-9.383853623,0.58
2301.953125,0,5.61E-07,5.03E-06,-9.528314649,0.561
2302.34375,0,5.89E-07,5.03E-06,-9.311676536,0.589
2302.734375,0,6.04E-07,5.03E-06,-9.205272356,0.604
2303.125,0,5.65E-07,5.03E-06,-9.494213132,0.565
2303.515625,0,5.34E-07,5.03E-06,-9.739636217,0.534
2303.90625,0,4.93E-07,5.03E-06,-10.08604624,0.493
2304.296875,0,6.34E-07,5.03E-06,-8.992393147,0.634
2304.6875,0,5.86E-07,5.03E-06,-9.336876374,0.586
2305.078125,0,6.47E-07,5.03E-06,-8.90682701,0.647
2305.46875,0,4.81E-07,5.03E-06,-10.19808979,0.481
2305.859375,0,6.41E-07,5.03E-06,-8.947175439,0.641
2306.25,0,5.59E-07,5.03E-06,-9.541477866,0.559
2306.640625,0,6.77E-07,5.03E-06,-8.709215853,0.677
2307.03125,0,7.21E-07,5.03E-06,-8.438714973,0.721
2307.421875,0,3.59E-07,5.03E-06,-11.46339156,0.359
2307.8125,0,6.71E-07,5.03E-06,-8.749083807,0.671
2308.203125,0,4.64E-07,5.03E-06,-10.34843483,0.464
2308.59375,0,7.54E-07,5.03E-06,-8.243789198,0.754
2308.984375,0,3.15E-07,5.03E-06,-12.02931488,0.315
2309.375,0,5.60E-07,5.03E-06,-9.535976251,0.56
2309.765625,0,6.38E-07,5.03E-06,-8.967515948,0.638
2310.15625,0,6.06E-07,5.03E-06,-9.188018455,0.606
2310.546875,0,5.26E-07,5.03E-06,-9.80859006,0.526
2310.9375,0,5.04E-07,5.03E-06,-9.989322413,0.504
2311.328125,0,4.50E-07,5.03E-06,-10.48184586,0.45
2311.71875,0,5.20E-07,5.03E-06,-9.854972475,0.52
2312.109375,0,5.14E-07,5.03E-06,-9.904768779,0.514
2312.5,0,6.36E-07,5.03E-06,-8.978158406,0.636
2312.890625,0,4.59E-07,5.03E-06,-10.3958767,0.459
2313.28125,0,6.42E-07,5.03E-06,-8.938000428,0.642
2313.671875,0,5.46E-07,5.03E-06,-9.647290466,0.546
2314.0625,0,6.63E-07,5.03E-06,-8.79774319,0.663
2314.453125,0,4.84E-07,5.03E-06,-10.16494589,0.484
2314.84375,0,4.31E-07,5.03E-06,-10.67592005,0.431
2315.234375,0,7.03E-07,5.03E-06,-8.54560029,0.703
2315.625,0,5.32E-07,5.03E-06,-9.756415772,0.532
2316.015625,0,5.73E-07,5.03E-06,-9.437490288,0.573
2316.40625,0,3.95E-07,5.03E-06,-11.05127154,0.395
2316.796875,0,6.27E-07,5.03E-06,-9.041501642,0.627
2317.1875,0,6.34E-07,5.03E-06,-8.99664952,0.634
2317.578125,0,5.40E-07,5.03E-06,-9.690215252,0.54
2317.96875,0,4.07E-07,5.03E-06,-10.9175595,0.407
2318.359375,0,4.89E-07,5.03E-06,-10.11918574,0.489
2318.75,0,7.70E-07,5.03E-06,-8.150992572,0.77
2319.140625,0,6.70E-07,5.03E-06,-8.758122791,0.67
2319.53125,0,4.66E-07,5.03E-06,-10.33167344,0.466
2319.921875,0,5.02E-07,5.03E-06,-10.00574114,0.502
2320.3125,0,4.46E-07,5.03E-06,-10.52032482,0.446
2320.703125,0,6.16E-07,5.03E-06,-9.121606023,0.616
2321.09375,0,4.92E-07,5.03E-06,-10.09766745,0.492
2321.484375,0,4.78E-07,5.03E-06,-10.22142269,0.478
2321.875,0,5.07E-07,5.03E-06,-9.968007104,0.507
2322.265625,0,6.84E-07,5.03E-06,-8.663204296,0.684
2322.65625,0,6.13E-07,5.03E-06,-9.142526302,0.613
2323.046875,0,5.96E-07,5.03E-06,-9.263832304,0.596
2323.4375,0,5.49E-07,5.03E-06,-9.617660552,0.549
2323.828125,0,2.90E-07,5.03E-06,-12.39216564,0.29
2324.21875,0,6.93E-07,5.03E-06,-8.608551183,0.693
2324.609375,0,5.19E-07,5.03E-06,-9.860645347,0.519
2325,0,6.03E-07,5.03E-06,-9.214625422,0.603
2325.390625,0,3.69E-07,5.03E-06,-11.34053459,0.369
2325.78125,0,5.92E-07,5.03E-06,-9.291889875,0.592
2326.171875,0,5.95E-07,5.03E-06,-9.273828156,0.595
2326.5625,0,5.36E-07,5.03E-06,-9.725608178,0.536
2326.953125,0,4.64E-07,5.03E-06,-10.35006858,0.464
2327.34375,0,4.37E-07,5.03E-06,-10.61421193,0.437
2327.734375,0,6.45E-07,5.03E-06,-8.917892258,0.645
2328.125,0,5.92E-07,5.03E-06,-9.292068121,0.592
2328.515625,0,4.64E-07,5.03E-06,-10.35428492,0.464
2328.90625,0,6.29E-07,5.03E-06,-9.030706471,0.629
2329.296875,0,3.89E-07,5.03E-06,-11.11772368,0.389
2329.6875,0,5.79E-07,5.03E-06,-9.391876042,0.579
2330.078125,0,3.96E-07,5.03E-06,-11.04300834,0.396
2330.46875,0,6.08E-07,5.03E-06,-9.173935562,0.608
2330.859375,0,4.81E-07,5.03E-06,-10.19726389,0.481
2331.25,0,5.23E-07,5.03E-06,-9.830347425,0.523
2331.640625,0,5.45E-07,5.03E-06,-9.654471281,0.545
2332.03125,0,5.09E-07,5.03E-06,-9.950479413,0.509
2332.421875,0,5.50E-07,5.03E-06,-9.609386417,0.55
2332.8125,0,4.21E-07,5.03E-06,-10.77572453,0.421
2333.203125,0,5.88E-07,5.03E-06,-9.318393771,0.588
2333.59375,0,6.14E-07,5.03E-06,-9.13394592,0.614
2333.984375,0,4.48E-07,5.03E-06,-10.50232392,0.448
2334.375,0,5.85E-07,5.03E-06,-9.347529326,0.585
2334.765625,0,4.56E-07,5.03E-06,-10.42413846,0.456
2335.15625,0,7.04E-07,5.03E-06,-8.541506263,0.704
2335.546875,0,3.74E-07,5.03E-06,-11.2907185,0.374
2335.9375,0,5.09E-07,5.03E-06,-9.944888392,0.509
2336.328125,0,5.14E-07,5.03E-06,-9.907336526,0.514
2336.71875,0,6.22E-07,5.03E-06,-9.076491464,0.622
2337.109375,0,4.74E-07,5.03E-06,-10.26194441,0.474
2337.5,0,5.02E-07,5.03E-06,-10.01097136,0.502
2337.890625,0,6.35E-07,5.03E-06,-8.990889961,0.635
2338.28125,0,3.98E-07,5.03E-06,-11.02020257,0.398
2338.671875,0,5.64E-07,5.03E-06,-9.501616915,0.564
2339.0625,0,4.50E-07,5.03E-06,-10.48361841,0.45
2339.453125,0,5.36E-07,5.03E-06,-9.723626847,0.536
2339.84375,0,4.84E-07,5.03E-06,-10.16866305,0.484
2340.234375,0,3.96E-07,5.03E-06,-11.03564516,0.396
2340.625,0,5.83E-07,5.03E-06,-9.35634986,0.583
2341.015625,0,4.54E-07,5.03E-06,-10.44142087,0.454
2341.40625,0,5.46E-07,5.03E-06,-9.64406444,0.546
2341.796875,0,4.11E-07,5.03E-06,-10.88104301,0.411
2342.1875,0,4.81E-07,5.03E-06,-10.1954554,0.481
2342.578125,0,4.80E-07,5.03E-06,-10.20562597,0.48
2342.96875,0,5.65E-07,5.03E-06,-9.49770732,0.565
2343.359375,0,5.82E-07,5.03E-06,-9.366741036,0.582
2343.75,0,3.47E-07,5.03E-06,-11.61573309,0.347
2344.140625,0,5.25E-07,5.03E-06,-9.810818016,0.525
2344.53125,0,4.09E-07,5.03E-06,-10.89800613,0.409
2344.921875,0,6.80E-07,5.03E-06,-8.692590855,0.68
2345.3125,0,3.45E-07,5.03E-06,-11.63317831,0.345
2345.703125,0,4.95E-07,5.03E-06,-10.07000602,0.495
2346.09375,0,4.15E-07,5.03E-06,-10.83528888,0.415
2346.484375,0,6.24E-07,5.03E-06,-9.06704154,0.624
2346.875,0,6.41E-07,5.03E-06,-8.947749352,0.641
2347.265625,0,3.71E-07,5.03E-06,-11.32060296,0.371
2347.65625,0,3.69E-07,5.03E-06,-11.349541,0.369
2348.046875,0,4.73E-07,5.03E-06,-10.26839908,0.473
2348.4375,0,6.09E-07,5.03E-06,-9.166048921,0.609
2348.828125,0,4.19E-07,5.03E-06,-10.79267112,0.419
2349.21875,0,4.27E-07,5.03E-06,-10.70694043,0.427
2349.609375,0,5.44E-07,5.03E-06,-9.656205124,0.544
2350,0,5.24E-07,5.03E-06,-9.823635239,0.524
2350.390625,0,6.07E-07,5.03E-06,-9.184762519,0.607
2350.78125,0,3.35E-07,5.03E-06,-11.76452271,0.335
2351.171875,0,5.03E-07,5.03E-06,-9.996045663,0.503
2351.5625,0,4.85E-07,5.03E-06,-10.15722118,0.485
2351.953125,0,4.34E-07,5.03E-06,-10.63852061,0.434
2352.34375,0,5.97E-07,5.03E-06,-9.258527074,0.597
2352.734375,0,4.08E-07,5.03E-06,-10.90939969,0.408
2353.125,0,5.60E-07,5.03E-06,-9.537317239,0.56
2353.515625,0,2.82E-07,5.03E-06,-12.51093318,0.282
2353.90625,0,5.84E-07,5.03E-06,-9.350057634,0.584
2354.296875,0,4.53E-07,5.03E-06,-10.45695617,0.453
2354.6875,0,4.58E-07,5.03E-06,-10.41079976,0.458
2355.078125,0,4.01E-07,5.03E-06,-10.9872805,0.401
2355.46875,0,6.13E-07,5.03E-06,-9.141102736,0.613
2355.859375,0,5.25E-07,5.03E-06,-9.815198753,0.525
2356.25,0,5.41E-07,5.03E-06,-9.687262484,0.541
2356.640625,0,3.97E-07,5.03E-06,-11.03191404,0.397
2357.03125,0,5.55E-07,5.03E-06,-9.572220291,0.555
2357.421875,0,3.76E-07,5.03E-06,-11.26200453,0.376
2357.8125,0,5.85E-07,5.03E-06,-9.34233464,0.585
2358.203125,0,4.13E-07,5.03E-06,-10.85170305,0.413
2358.59375,0,6.33E-07,5.03E-06,-9.000849704,0.633
2358.984375,0,4.00E-07,5.03E-06,-10.99597033,0.4
2359.375,0,5.02E-07,5.03E-06,-10.01111332,0.502
2359.765625,0,5.93E-07,5.03E-06,-9.28649094,0.593
2360.15625,0,4.33E-07,5.03E-06,-10.65269795,0.433
2360.546875,0,4.25E-07,5.03E-06,-10.73378467,0.425
2360.9375,0,4.06E-07,5.03E-06,-10.93252625,0.406
2361.328125,0,6.70E-07,5.03E-06,-8.75480413,0.67
2361.71875,0,3.98E-07,5.03E-06,-11.0181915,0.398
2362.109375,0,4.40E-07,5.03E-06,-10.58574028,0.44
2362.5,0,4.95E-07,5.03E-06,-10.07108979,0.495
