Frequency (Hz),Distance (mm),Magnitude (m/s),Max Magnitude (m/s),Relative dB,fig
2589.0625,0,2.66E-06,8.40E-05,-14.9902311,2.66
2589.453125,0,3.15E-06,8.40E-05,-14.25780717,3.15
2589.84375,0,2.72E-06,8.40E-05,-14.89078082,2.72
2590.234375,0,1.74E-06,8.40E-05,-16.83878073,1.74
2590.625,0,2.37E-06,8.40E-05,-15.49052746,2.37
2591.015625,0,3.21E-06,8.40E-05,-14.18242218,3.21
2591.40625,0,3.16E-06,8.40E-05,-14.24323876,3.16
2591.796875,0,2.12E-06,8.40E-05,-15.97887708,2.12
2592.1875,0,1.87E-06,8.40E-05,-16.51392915,1.87
2592.578125,0,3.02E-06,8.40E-05,-14.43833812,3.02
2592.96875,0,3.21E-06,8.40E-05,-14.18035585,3.21
2593.359375,0,2.54E-06,8.40E-05,-15.1951089,2.54
2593.75,0,1.42E-06,8.40E-05,-17.71480182,1.42
2594.140625,0,2.51E-06,8.40E-05,-15.24452291,2.51
2594.53125,0,2.85E-06,8.40E-05,-14.69202864,2.85
2594.921875,0,3.17E-06,8.40E-05,-14.2311208,3.17
2595.3125,0,2.38E-06,8.40E-05,-15.47160711,2.38
2595.703125,0,2.05E-06,8.40E-05,-16.11623876,2.05
2596.09375,0,2.47E-06,8.40E-05,-15.32383439,2.47
2596.484375,0,3.42E-06,8.40E-05,-13.90065534,3.42
2596.875,0,2.87E-06,8.40E-05,-14.66070959,2.87
2597.265625,0,1.62E-06,8.40E-05,-17.14958943,1.62
2597.65625,0,1.99E-06,8.40E-05,-16.25870334,1.99
2598.046875,0,3.46E-06,8.40E-05,-13.855073,3.46
2598.4375,0,2.92E-06,8.40E-05,-14.59170632,2.92
2598.828125,0,2.41E-06,8.40E-05,-15.42462858,2.41
2599.21875,0,1.30E-06,8.40E-05,-18.10675819,1.3
2599.609375,0,3.02E-06,8.40E-05,-14.44478035,3.02
2600,0,2.82E-06,8.40E-05,-14.74489202,2.82
2600.390625,0,2.99E-06,8.40E-05,-14.48678549,2.99
2600.78125,0,1.93E-06,8.40E-05,-16.39540031,1.93
2601.171875,0,2.64E-06,8.40E-05,-15.03190237,2.64
2601.5625,0,2.41E-06,8.40E-05,-15.42290176,2.41
2601.953125,0,3.41E-06,8.40E-05,-13.91945905,3.41
2602.34375,0,2.24E-06,8.40E-05,-15.7339464,2.24
2602.734375,0,2.08E-06,8.40E-05,-16.06620994,2.08
2603.125,0,2.03E-06,8.40E-05,-16.1681534,2.03
2603.515625,0,3.45E-06,8.40E-05,-13.86956955,3.45
2603.90625,0,2.53E-06,8.40E-05,-15.20375167,2.53
2604.296875,0,2.32E-06,8.40E-05,-15.58576266,2.32
2604.6875,0,1.53E-06,8.40E-05,-17.40502255,1.53
2605.078125,0,3.27E-06,8.40E-05,-14.10067943,3.27
2605.46875,0,2.71E-06,8.40E-05,-14.91447517,2.71
2605.859375,0,2.85E-06,8.40E-05,-14.69162963,2.85
2606.25,0,1.14E-06,8.40E-05,-18.66177205,1.14
2606.640625,0,2.62E-06,8.40E-05,-15.06131019,2.62
2607.03125,0,2.64E-06,8.40E-05,-15.0294803,2.64
2607.421875,0,3.28E-06,8.40E-05,-14.0890318,3.28
2607.8125,0,2.02E-06,8.40E-05,-16.19743091,2.02
2608.203125,0,1.89E-06,8.40E-05,-16.47574667,1.89
2608.59375,0,2.56E-06,8.40E-05,-15.15823245,2.56
2608.984375,0,3.42E-06,8.40E-05,-13.89768235,3.42
2609.375,0,2.50E-06,8.40E-05,-15.26355086,2.5
2609.765625,0,1.83E-06,8.40E-05,-16.61885631,1.83
2610.15625,0,2.70E-06,8.40E-05,-14.92811465,2.7
2610.546875,0,3.28E-06,8.40E-05,-14.08744139,3.28
2610.9375,0,2.76E-06,8.40E-05,-14.82690028,2.76
2611.328125,0,2.37E-06,8.40E-05,-15.4941606,2.37
2611.71875,0,2.34E-06,8.40E-05,-15.54165887,2.34
2612.109375,0,2.30E-06,8.40E-05,-15.63240826,2.3
2612.5,0,3.22E-06,8.40E-05,-14.16272247,3.22
2612.890625,0,2.94E-06,8.40E-05,-14.5552946,2.94
2613.28125,0,2.10E-06,8.40E-05,-16.01794532,2.1
2613.671875,0,1.22E-06,8.40E-05,-18.38250286,1.22
2614.0625,0,3.52E-06,8.40E-05,-13.77440737,3.52
2614.453125,0,2.97E-06,8.40E-05,-14.52010193,2.97
2614.84375,0,2.38E-06,8.40E-05,-15.4763792,2.38
2615.234375,0,1.05E-06,8.40E-05,-19.04754245,1.05
2615.625,0,3.59E-06,8.40E-05,-13.69250652,3.59
2616.015625,0,2.44E-06,8.40E-05,-15.37155814,2.44
2616.40625,0,2.91E-06,8.40E-05,-14.61098467,2.91
2616.796875,0,1.99E-06,8.40E-05,-16.24655421,1.99
2617.1875,0,2.73E-06,8.40E-05,-14.88409608,2.73
2617.578125,0,1.92E-06,8.40E-05,-16.40704222,1.92
2617.96875,0,3.70E-06,8.40E-05,-13.56123694,3.7
2618.359375,0,2.31E-06,8.40E-05,-15.59770878,2.31
2618.75,0,1.98E-06,8.40E-05,-16.27836345,1.98
2619.140625,0,1.89E-06,8.40E-05,-16.48515441,1.89
2619.53125,0,3.95E-06,8.40E-05,-13.27843074,3.95
2619.921875,0,2.19E-06,8.40E-05,-15.83278085,2.19
2620.3125,0,2.32E-06,8.40E-05,-15.58380974,2.32
2620.703125,0,2.18E-06,8.40E-05,-15.85902885,2.18
2621.09375,0,3.34E-06,8.40E-05,-14.01017966,3.34
2621.484375,0,2.05E-06,8.40E-05,-16.11744609,2.05
2621.875,0,2.97E-06,8.40E-05,-14.5198516,2.97
2622.265625,0,1.88E-06,8.40E-05,-16.49848471,1.88
2622.65625,0,2.29E-06,8.40E-05,-15.65033251,2.29
2623.046875,0,2.65E-06,8.40E-05,-15.00807965,2.65
2623.4375,0,3.16E-06,8.40E-05,-14.24639759,3.16
2623.828125,0,2.10E-06,8.40E-05,-16.0229954,2.1
2624.21875,0,1.01E-06,8.40E-05,-19.17838061,1.01
2624.609375,0,3.15E-06,8.40E-05,-14.25770381,3.15
2625,0,2.94E-06,8.40E-05,-14.55884983,2.94
2625.390625,0,2.55E-06,8.40E-05,-15.18175152,2.55
2625.78125,0,2.14E-06,8.40E-05,-15.94660552,2.14
2626.171875,0,2.81E-06,8.40E-05,-14.75504195,2.81
2626.5625,0,2.03E-06,8.40E-05,-16.16048564,2.03
2626.953125,0,3.24E-06,8.40E-05,-14.14221522,3.24
2627.34375,0,2.65E-06,8.40E-05,-15.01145852,2.65
2627.734375,0,2.20E-06,8.40E-05,-15.82611749,2.2
2628.125,0,1.60E-06,8.40E-05,-17.18943083,1.6
2628.515625,0,3.37E-06,8.40E-05,-13.96396228,3.37
2628.90625,0,2.65E-06,8.40E-05,-15.00732133,2.65
2629.296875,0,2.07E-06,8.40E-05,-16.08245584,2.07
2629.6875,0,1.63E-06,8.40E-05,-17.12223322,1.63
2630.078125,0,3.31E-06,8.40E-05,-14.04265937,3.31
2630.46875,0,2.53E-06,8.40E-05,-15.20920226,2.53
2630.859375,0,2.89E-06,8.40E-05,-14.64040899,2.89
2631.25,0,1.11E-06,8.40E-05,-18.7731925,1.11
2631.640625,0,2.54E-06,8.40E-05,-15.20081404,2.54
2632.03125,0,2.72E-06,8.40E-05,-14.90146492,2.72
2632.421875,0,3.36E-06,8.40E-05,-13.98160314,3.36
2632.8125,0,1.94E-06,8.40E-05,-16.37307538,1.94
2633.203125,0,1.76E-06,8.40E-05,-16.79578224,1.76
2633.59375,0,2.54E-06,8.40E-05,-15.19571944,2.54
2633.984375,0,3.16E-06,8.40E-05,-14.2505712,3.16
2634.375,0,2.46E-06,8.40E-05,-15.33052099,2.46
2634.765625,0,1.89E-06,8.40E-05,-16.47148632,1.89
2635.15625,0,2.44E-06,8.40E-05,-15.36115895,2.44
2635.546875,0,2.66E-06,8.40E-05,-15.00102235,2.66
2635.9375,0,2.95E-06,8.40E-05,-14.54911824,2.95
2636.328125,0,2.39E-06,8.40E-05,-15.45271076,2.39
2636.71875,0,2.04E-06,8.40E-05,-16.13861079,2.04
2637.109375,0,2.27E-06,8.40E-05,-15.67414158,2.27
2637.5,0,3.15E-06,8.40E-05,-14.25567299,3.15
2637.890625,0,2.62E-06,8.40E-05,-15.05458313,2.62
2638.28125,0,1.97E-06,8.40E-05,-16.30336292,1.97
2638.671875,0,1.53E-06,8.40E-05,-17.39737755,1.53
2639.0625,0,3.08E-06,8.40E-05,-14.35102678,3.08
2639.453125,0,2.92E-06,8.40E-05,-14.59488341,2.92
2639.84375,0,2.50E-06,8.40E-05,-15.25867542,2.5
2640.234375,0,1.08E-06,8.40E-05,-18.91292055,1.08
2640.625,0,2.54E-06,8.40E-05,-15.20145107,2.54
2641.015625,0,2.85E-06,8.40E-05,-14.68678954,2.85
2641.40625,0,2.79E-06,8.40E-05,-14.78190313,2.79
2641.796875,0,1.78E-06,8.40E-05,-16.74962523,1.78
2642.1875,0,2.19E-06,8.40E-05,-15.8297596,2.19
2642.578125,0,2.57E-06,8.40E-05,-15.15115054,2.57
2642.96875,0,2.78E-06,8.40E-05,-14.79563571,2.78
2643.359375,0,2.39E-06,8.40E-05,-15.45939174,2.39
2643.75,0,1.71E-06,8.40E-05,-16.92434183,1.71
2644.140625,0,2.31E-06,8.40E-05,-15.60721831,2.31
2644.53125,0,2.82E-06,8.40E-05,-14.73816471,2.82
2644.921875,0,2.85E-06,8.40E-05,-14.69261962,2.85
2645.3125,0,2.14E-06,8.40E-05,-15.93321767,2.14
2645.703125,0,1.69E-06,8.40E-05,-16.95605654,1.69
2646.09375,0,2.57E-06,8.40E-05,-15.14853417,2.57
2646.484375,0,3.12E-06,8.40E-05,-14.3045151,3.12
2646.875,0,2.42E-06,8.40E-05,-15.40634082,2.42
2647.265625,0,1.85E-06,8.40E-05,-16.56026923,1.85
2647.65625,0,1.96E-06,8.40E-05,-16.31098223,1.96
2648.046875,0,2.91E-06,8.40E-05,-14.60904028,2.91
2648.4375,0,2.77E-06,8.40E-05,-14.81389248,2.77
2648.828125,0,2.36E-06,8.40E-05,-15.51157731,2.36
2649.21875,0,1.43E-06,8.40E-05,-17.68362654,1.43
2649.609375,0,2.59E-06,8.40E-05,-15.10400402,2.59
2650,0,2.90E-06,8.40E-05,-14.6252242,2.9
2650.390625,0,2.79E-06,8.40E-05,-14.78489419,2.79
2650.78125,0,1.69E-06,8.40E-05,-16.95789357,1.69
2651.171875,0,2.27E-06,8.40E-05,-15.68537439,2.27
2651.5625,0,3.03E-06,8.40E-05,-14.42537914,3.03
2651.953125,0,2.87E-06,8.40E-05,-14.66391034,2.87
2652.34375,0,2.21E-06,8.40E-05,-15.80054081,2.21
2652.734375,0,1.67E-06,8.40E-05,-17.0153811,1.67
2653.125,0,2.57E-06,8.40E-05,-15.13981475,2.57
2653.515625,0,2.76E-06,8.40E-05,-14.83349749,2.76
2653.90625,0,2.64E-06,8.40E-05,-15.03437029,2.64
2654.296875,0,2.33E-06,8.40E-05,-15.56539007,2.33
2654.6875,0,1.86E-06,8.40E-05,-16.53722722,1.86
2655.078125,0,2.47E-06,8.40E-05,-15.32086724,2.47
2655.46875,0,2.98E-06,8.40E-05,-14.50419056,2.98
2655.859375,0,2.62E-06,8.40E-05,-15.06572988,2.62
2656.25,0,1.54E-06,8.40E-05,-17.36980281,1.54
2656.640625,0,2.37E-06,8.40E-05,-15.50408478,2.37
2657.03125,0,2.88E-06,8.40E-05,-14.65030833,2.88
2657.421875,0,2.69E-06,8.40E-05,-14.94636804,2.69
2657.8125,0,2.25E-06,8.40E-05,-15.72071676,2.25
2658.203125,0,1.85E-06,8.40E-05,-16.58116291,1.85
2658.59375,0,2.62E-06,8.40E-05,-15.05856509,2.62
2658.984375,0,2.79E-06,8.40E-05,-14.78841828,2.79
2659.375,0,2.97E-06,8.40E-05,-14.52072706,2.97
2659.765625,0,1.64E-06,8.40E-05,-17.08362151,1.64
2660.15625,0,2.09E-06,8.40E-05,-16.04790133,2.09
2660.546875,0,2.82E-06,8.40E-05,-14.73898061,2.82
2660.9375,0,3.06E-06,8.40E-05,-14.38973335,3.06
2661.328125,0,2.06E-06,8.40E-05,-16.10916435,2.06
2661.71875,0,1.91E-06,8.40E-05,-16.44045666,1.91
2662.109375,0,2.45E-06,8.40E-05,-15.35322777,2.45
2662.5,0,2.69E-06,8.40E-05,-14.93996329,2.69
2662.890625,0,2.63E-06,8.40E-05,-15.05145842,2.63
2663.28125,0,2.09E-06,8.40E-05,-16.03739612,2.09
2663.671875,0,1.99E-06,8.40E-05,-16.26120544,1.99
2664.0625,0,2.50E-06,8.40E-05,-15.26559955,2.5
2664.453125,0,3.24E-06,8.40E-05,-14.14257487,3.24
2664.84375,0,2.45E-06,8.40E-05,-15.34821879,2.45
2665.234375,0,1.20E-06,8.40E-05,-18.44041818,1.2
2665.625,0,2.39E-06,8.40E-05,-15.45996243,2.39
2666.015625,0,3.37E-06,8.40E-05,-13.97008697,3.37
2666.40625,0,2.58E-06,8.40E-05,-15.12493637,2.58
2666.796875,0,2.05E-06,8.40E-05,-16.133917,2.05
2667.1875,0,1.92E-06,8.40E-05,-16.41567696,1.92
2667.578125,0,2.76E-06,8.40E-05,-14.8272255,2.76
2667.96875,0,2.72E-06,8.40E-05,-14.89665358,2.72
2668.359375,0,2.81E-06,8.40E-05,-14.75078677,2.81
2668.75,0,1.48E-06,8.40E-05,-17.54514359,1.48
2669.140625,0,2.09E-06,8.40E-05,-16.04039709,2.09
2669.53125,0,2.98E-06,8.40E-05,-14.49541017,2.98
2669.921875,0,3.05E-06,8.40E-05,-14.40689564,3.05
2670.3125,0,1.71E-06,8.40E-05,-16.90087592,1.71
2670.703125,0,1.77E-06,8.40E-05,-16.75089492,1.77
2671.09375,0,3.04E-06,8.40E-05,-14.40732211,3.04
2671.484375,0,2.94E-06,8.40E-05,-14.56049852,2.94
2671.875,0,2.31E-06,8.40E-05,-15.61406235,2.31
2672.265625,0,1.98E-06,8.40E-05,-16.27114068,1.98
2672.65625,0,2.53E-06,8.40E-05,-15.2161046,2.53
2673.046875,0,2.62E-06,8.40E-05,-15.0601148,2.62
2673.4375,0,3.03E-06,8.40E-05,-14.43208045,3.03
2673.828125,0,2.38E-06,8.40E-05,-15.48247912,2.38
2674.21875,0,1.64E-06,8.40E-05,-17.10447145,1.64
2674.609375,0,2.25E-06,8.40E-05,-15.72546351,2.25
2675,0,3.30E-06,8.40E-05,-14.05655734,3.3
2675.390625,0,2.36E-06,8.40E-05,-15.51500904,2.36
2675.78125,0,2.28E-06,8.40E-05,-15.66905765,2.28
2676.171875,0,2.06E-06,8.40E-05,-16.11050695,2.06
2676.5625,0,2.93E-06,8.40E-05,-14.57619821,2.93
2676.953125,0,2.43E-06,8.40E-05,-15.38032231,2.43
2677.34375,0,2.83E-06,8.40E-05,-14.72896487,2.83
2677.734375,0,1.75E-06,8.40E-05,-16.81609427,1.75
2678.125,0,2.34E-06,8.40E-05,-15.5453851,2.34
2678.515625,0,2.86E-06,8.40E-05,-14.68242439,2.86
2678.90625,0,3.04E-06,8.40E-05,-14.40747046,3.04
2679.296875,0,1.74E-06,8.40E-05,-16.84078362,1.74
2679.6875,0,1.59E-06,8.40E-05,-17.21665113,1.59
2680.078125,0,3.23E-06,8.40E-05,-14.15330019,3.23
2680.46875,0,2.79E-06,8.40E-05,-14.78643173,2.79
2680.859375,0,2.62E-06,8.40E-05,-15.05320586,2.62
2681.25,0,1.71E-06,8.40E-05,-16.9193358,1.71
2681.640625,0,2.80E-06,8.40E-05,-14.77693194,2.8
2682.03125,0,2.16E-06,8.40E-05,-15.9066961,2.16
2682.421875,0,3.45E-06,8.40E-05,-13.85884032,3.45
2682.8125,0,2.17E-06,8.40E-05,-15.88563493,2.17
2683.203125,0,1.98E-06,8.40E-05,-16.26579602,1.98
2683.59375,0,1.96E-06,8.40E-05,-16.32347062,1.96
2683.984375,0,3.70E-06,8.40E-05,-13.56415974,3.7
2684.375,0,2.13E-06,8.40E-05,-15.96901958,2.13
2684.765625,0,1.88E-06,8.40E-05,-16.49026917,1.88
2685.15625,0,2.35E-06,8.40E-05,-15.53374638,2.35
2685.546875,0,3.29E-06,8.40E-05,-14.07397936,3.29
2685.9375,0,2.29E-06,8.40E-05,-15.6454983,2.29
2686.328125,0,2.63E-06,8.40E-05,-15.05033355,2.63
2686.71875,0,2.17E-06,8.40E-05,-15.88374483,2.17
2687.109375,0,2.31E-06,8.40E-05,-15.60323391,2.31
2687.5,0,3.07E-06,8.40E-05,-14.36486143,3.07
2687.890625,0,3.11E-06,8.40E-05,-14.31971441,3.11
2688.28125,0,1.71E-06,8.40E-05,-16.92066628,1.71
2688.671875,0,1.38E-06,8.40E-05,-17.84221483,1.38
2689.0625,0,3.55E-06,8.40E-05,-13.73595224,3.55
2689.453125,0,2.76E-06,8.40E-05,-14.83375554,2.76
2689.84375,0,2.44E-06,8.40E-05,-15.36691047,2.44
2690.234375,0,1.35E-06,8.40E-05,-17.94718284,1.35
2690.625,0,3.06E-06,8.40E-05,-14.38806302,3.06
2691.015625,0,2.07E-06,8.40E-05,-16.08074653,2.07
2691.40625,0,3.35E-06,8.40E-05,-13.99458166,3.35
2691.796875,0,1.91E-06,8.40E-05,-16.42307175,1.91
2692.1875,0,2.09E-06,8.40E-05,-16.03952462,2.09
2692.578125,0,2.31E-06,8.40E-05,-15.61235833,2.31
2692.96875,0,3.81E-06,8.40E-05,-13.43016239,3.81
2693.359375,0,1.89E-06,8.40E-05,-16.46871338,1.89
2693.75,0,1.18E-06,8.40E-05,-18.50883936,1.18
2694.140625,0,2.87E-06,8.40E-05,-14.66022877,2.87
2694.53125,0,3.37E-06,8.40E-05,-13.96740249,3.37
2694.921875,0,2.34E-06,8.40E-05,-15.55300128,2.34
2695.3125,0,2.56E-06,8.40E-05,-15.16293695,2.56
2695.703125,0,2.34E-06,8.40E-05,-15.54610996,2.34
2696.09375,0,2.10E-06,8.40E-05,-16.01086403,2.1
2696.484375,0,3.49E-06,8.40E-05,-13.81871181,3.49
2696.875,0,2.81E-06,8.40E-05,-14.76325674,2.81
2697.265625,0,1.67E-06,8.40E-05,-17.02326752,1.67
2697.65625,0,1.60E-06,8.40E-05,-17.21313616,1.6
2698.046875,0,3.94E-06,8.40E-05,-13.29189993,3.94
2698.4375,0,2.07E-06,8.40E-05,-16.08905193,2.07
2698.828125,0,2.70E-06,8.40E-05,-14.92913913,2.7
2699.21875,0,1.84E-06,8.40E-05,-16.5974857,1.84
2699.609375,0,3.26E-06,8.40E-05,-14.11108182,3.26
2700,0,1.85E-06,8.40E-05,-16.57757843,1.85
2700.390625,0,3.63E-06,8.40E-05,-13.64482385,3.63
2700.78125,0,1.79E-06,8.40E-05,-16.70341632,1.79
2701.171875,0,1.98E-06,8.40E-05,-16.27511676,1.98
2701.5625,0,2.88E-06,8.40E-05,-14.64663677,2.88
2701.953125,0,3.78E-06,8.40E-05,-13.46898142,3.78
2702.34375,0,1.71E-06,8.40E-05,-16.90717438,1.71
2702.734375,0,1.25E-06,8.40E-05,-18.27395332,1.25
2703.125,0,3.29E-06,8.40E-05,-14.06753371,3.29
2703.515625,0,2.67E-06,8.40E-05,-14.96960046,2.67
2703.90625,0,2.91E-06,8.40E-05,-14.60822153,2.91
2704.296875,0,2.76E-06,8.40E-05,-14.83208318,2.76
2704.6875,0,2.48E-06,8.40E-05,-15.29195711,2.48
2705.078125,0,1.67E-06,8.40E-05,-17.00880183,1.67
2705.46875,0,3.97E-06,8.40E-05,-13.25778989,3.97
2705.859375,0,2.66E-06,8.40E-05,-14.99005981,2.66
2706.25,0,1.69E-06,8.40E-05,-16.96007027,1.69
2706.640625,0,2.01E-06,8.40E-05,-16.2001609,2.01
2707.03125,0,3.89E-06,8.40E-05,-13.33775504,3.89
2707.421875,0,2.00E-06,8.40E-05,-16.22486905,2
2707.8125,0,2.67E-06,8.40E-05,-14.97183666,2.67
2708.203125,0,2.08E-06,8.40E-05,-16.05602526,2.08
2708.59375,0,2.87E-06,8.40E-05,-14.66361981,2.87
2708.984375,0,2.72E-06,8.40E-05,-14.90368229,2.72
2709.375,0,3.54E-06,8.40E-05,-13.75734606,3.54
2709.765625,0,1.32E-06,8.40E-05,-18.03841587,1.32
2710.15625,0,1.71E-06,8.40E-05,-16.90541699,1.71
2710.546875,0,3.55E-06,8.40E-05,-13.73701314,3.55
2710.9375,0,3.43E-06,8.40E-05,-13.8842057,3.43
2711.328125,0,1.89E-06,8.40E-05,-16.47443782,1.89
2711.71875,0,1.36E-06,8.40E-05,-17.89393282,1.36
2712.109375,0,3.28E-06,8.40E-05,-14.0871777,3.28
2712.5,0,2.44E-06,8.40E-05,-15.36996979,2.44
2712.890625,0,3.22E-06,8.40E-05,-14.15870378,3.22
2713.28125,0,2.34E-06,8.40E-05,-15.55463944,2.34
2713.671875,0,2.49E-06,8.40E-05,-15.28866916,2.49
2714.0625,0,2.26E-06,8.40E-05,-15.7031538,2.26
2714.453125,0,3.75E-06,8.40E-05,-13.50442278,3.75
2714.84375,0,1.92E-06,8.40E-05,-16.40987784,1.92
2715.234375,0,1.58E-06,8.40E-05,-17.24568253,1.58
2715.625,0,2.67E-06,8.40E-05,-14.98359523,2.67
2716.015625,0,3.64E-06,8.40E-05,-13.63674881,3.64
2716.40625,0,1.97E-06,8.40E-05,-16.29559832,1.97
2716.796875,0,2.80E-06,8.40E-05,-14.77202848,2.8
2717.1875,0,2.42E-06,8.40E-05,-15.40335804,2.42
2717.578125,0,2.65E-06,8.40E-05,-15.01258156,2.65
2717.96875,0,3.03E-06,8.40E-05,-14.42277881,3.03
2718.359375,0,3.28E-06,8.40E-05,-14.0810485,3.28
2718.75,0,1.56E-06,8.40E-05,-17.32438308,1.56
2719.140625,0,1.70E-06,8.40E-05,-16.93030722,1.7
2719.53125,0,3.58E-06,8.40E-05,-13.70216149,3.58
2719.921875,0,2.83E-06,8.40E-05,-14.72758112,2.83
2720.3125,0,2.30E-06,8.40E-05,-15.62544464,2.3
2720.703125,0,1.61E-06,8.40E-05,-17.16330822,1.61
2721.09375,0,3.33E-06,8.40E-05,-14.02174013,3.33
2721.484375,0,2.09E-06,8.40E-05,-16.03184407,2.09
2721.875,0,3.50E-06,8.40E-05,-13.80537209,3.5
2722.265625,0,1.68E-06,8.40E-05,-16.98894268,1.68
2722.65625,0,2.45E-06,8.40E-05,-15.3596188,2.45
2723.046875,0,2.54E-06,8.40E-05,-15.19336497,2.54
2723.4375,0,3.94E-06,8.40E-05,-13.29018022,3.94
2723.828125,0,1.60E-06,8.40E-05,-17.21063305,1.6
2724.21875,0,1.40E-06,8.40E-05,-17.77467465,1.4
2724.609375,0,3.11E-06,8.40E-05,-14.31974097,3.11
2725,0,3.45E-06,8.40E-05,-13.87068881,3.45
2725.390625,0,2.27E-06,8.40E-05,-15.68330155,2.27
2725.78125,0,2.41E-06,8.40E-05,-15.43108229,2.41
2726.171875,0,2.70E-06,8.40E-05,-14.93198227,2.7
2726.5625,0,2.23E-06,8.40E-05,-15.75198061,2.23
2726.953125,0,3.59E-06,8.40E-05,-13.69019861,3.59
2727.34375,0,2.61E-06,8.40E-05,-15.07767089,2.61
2727.734375,0,1.86E-06,8.40E-05,-16.55593222,1.86
2728.125,0,1.94E-06,8.40E-05,-16.35757091,1.94
2728.515625,0,3.97E-06,8.40E-05,-13.25477621,3.97
2728.90625,0,2.11E-06,8.40E-05,-16.01008824,2.11
2729.296875,0,2.42E-06,8.40E-05,-15.40455127,2.42
2729.6875,0,2.21E-06,8.40E-05,-15.80463769,2.21
2730.078125,0,3.39E-06,8.40E-05,-13.93574358,3.39
2730.46875,0,2.33E-06,8.40E-05,-15.56080943,2.33
2730.859375,0,3.32E-06,8.40E-05,-14.03283156,3.32
2731.25,0,1.23E-06,8.40E-05,-18.33188722,1.23
2731.640625,0,2.16E-06,8.40E-05,-15.89755973,2.16
2732.03125,0,3.38E-06,8.40E-05,-13.95776648,3.38
2732.421875,0,3.32E-06,8.40E-05,-14.02734307,3.32
2732.8125,0,1.75E-06,8.40E-05,-16.8028461,1.75
2733.203125,0,1.61E-06,8.40E-05,-17.18586751,1.61
2733.59375,0,3.46E-06,8.40E-05,-13.85606792,3.46
2733.984375,0,2.41E-06,8.40E-05,-15.41552995,2.41
2734.375,0,3.02E-06,8.40E-05,-14.43815711,3.02
2734.765625,0,2.24E-06,8.40E-05,-15.73244241,2.24
2735.15625,0,2.62E-06,8.40E-05,-15.05618442,2.62
2735.546875,0,2.12E-06,8.40E-05,-15.97934412,2.12
2735.9375,0,3.87E-06,8.40E-05,-13.36958239,3.87
2736.328125,0,1.88E-06,8.40E-05,-16.50209691,1.88
2736.71875,0,1.67E-06,8.40E-05,-17.01363917,1.67
2737.109375,0,2.74E-06,8.40E-05,-14.86959586,2.74
2737.5,0,3.55E-06,8.40E-05,-13.73637021,3.55
2737.890625,0,2.08E-06,8.40E-05,-16.06123882,2.08
2738.28125,0,2.52E-06,8.40E-05,-15.22320725,2.52
2738.671875,0,2.57E-06,8.40E-05,-15.13751907,2.57
2739.0625,0,2.69E-06,8.40E-05,-14.94228753,2.69
2739.453125,0,3.20E-06,8.40E-05,-14.19517496,3.2
2739.84375,0,2.89E-06,8.40E-05,-14.63129505,2.89
2740.234375,0,1.75E-06,8.40E-05,-16.82057485,1.75
2740.625,0,2.19E-06,8.40E-05,-15.84295688,2.19
2741.015625,0,3.72E-06,8.40E-05,-13.54072003,3.72
2741.40625,0,2.49E-06,8.40E-05,-15.28310228,2.49
2741.796875,0,2.41E-06,8.40E-05,-15.41461969,2.41
2742.1875,0,2.02E-06,8.40E-05,-16.18883199,2.02
2742.578125,0,3.06E-06,8.40E-05,-14.38955719,3.06
2742.96875,0,2.43E-06,8.40E-05,-15.39420893,2.43
2743.359375,0,3.37E-06,8.40E-05,-13.96325654,3.37
2743.75,0,1.45E-06,8.40E-05,-17.64249172,1.45
2744.140625,0,2.33E-06,8.40E-05,-15.56265153,2.33
2744.53125,0,2.99E-06,8.40E-05,-14.47926689,2.99
2744.921875,0,3.42E-06,8.40E-05,-13.89623529,3.42
2745.3125,0,1.69E-06,8.40E-05,-16.96944923,1.69
2745.703125,0,1.85E-06,8.40E-05,-16.5802077,1.85
2746.09375,0,3.17E-06,8.40E-05,-14.23450521,3.17
2746.484375,0,3.10E-06,8.40E-05,-14.32336727,3.1
2746.875,0,2.63E-06,8.40E-05,-15.04922385,2.63
2747.265625,0,2.06E-06,8.40E-05,-16.11184151,2.06
2747.65625,0,2.55E-06,8.40E-05,-15.18267563,2.55
2748.046875,0,2.89E-06,8.40E-05,-14.63840325,2.89
2748.4375,0,3.34E-06,8.40E-05,-14.00476781,3.34
2748.828125,0,2.26E-06,8.40E-05,-15.69428569,2.26
2749.21875,0,1.80E-06,8.40E-05,-16.67934915,1.8
2749.609375,0,2.57E-06,8.40E-05,-15.13649485,2.57
2750,0,3.30E-06,8.40E-05,-14.0524858,3.3
2750.390625,0,2.53E-06,8.40E-05,-15.21405507,2.53
2750.78125,0,2.47E-06,8.40E-05,-15.32261559,2.47
2751.171875,0,2.22E-06,8.40E-05,-15.7709393,2.22
2751.5625,0,2.87E-06,8.40E-05,-14.66682271,2.87
2751.953125,0,2.81E-06,8.40E-05,-14.76109133,2.81
2752.34375,0,2.90E-06,8.40E-05,-14.62115871,2.9
2752.734375,0,1.76E-06,8.40E-05,-16.79373327,1.76
2753.125,0,2.54E-06,8.40E-05,-15.19153118,2.54
2753.515625,0,3.05E-06,8.40E-05,-14.40177986,3.05
2753.90625,0,3.05E-06,8.40E-05,-14.40290399,3.05
2754.296875,0,2.00E-06,8.40E-05,-16.24327461,2
2754.6875,0,1.93E-06,8.40E-05,-16.392484,1.93
