Observation id,DE18089,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,,,,,,,
,,,,,,,,
Observation date,2019-01-17 16:40:46,,,,,,,
,,,,,,,,
Description,1-2,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Comment,Status,
708.487,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
719.089,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,STOP
719.090,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,START
719.090,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
726.802,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
732.585,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
739.332,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,STOP
739.333,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
739.333,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,START
744.153,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
749.936,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
761.503,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
769.214,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,STOP
769.215,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand,,,START
769.215,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
773.070,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand,,,STOP
773.071,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
773.071,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,START
775.962,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
790.421,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
800.061,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
801.023,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,STOP
801.024,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand,,,START
801.024,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand jump,,,POINT
812.592,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
818.374,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand,,,STOP
818.375,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
818.375,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,START
823.194,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,STOP
823.195,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,START
823.195,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
829.942,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
840.546,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
849.221,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
850.185,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
858.860,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
862.716,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
865.607,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,STOP
865.608,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
865.608,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,START
867.536,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
876.210,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,STOP
876.211,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,START
876.211,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
880.066,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,STOP
880.067,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
880.067,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,START
883.922,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
886.814,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
891.634,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
898.381,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
905.129,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
910.911,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,STOP
910.912,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,START
910.912,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
917.660,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
920.552,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock jump,,,POINT
922.478,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,rock,,,STOP
922.479,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
922.479,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,START
928.263,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
932.118,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,STOP
932.119,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand,,,START
932.119,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand jump,,,POINT
941.758,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand jump,,,POINT
944.649,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,sand,,,STOP
944.650,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaves,,,START
944.650,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
950.433,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,wall jump,,,POINT
959.109,G:/Shirley/SUBSTRATE CHOICE/GH011067.MP4,1041.470,23.98,,leaf jump,,,POINT
966.426,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaves,,,STOP
966.427,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,rock,,,START
966.427,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,rock jump,,,POINT
968.077,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,rock jump,,,POINT
979.626,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,rock,,,STOP
979.627,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaf jump,,,POINT
979.627,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaves,,,START
988.977,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaf jump,,,POINT
996.991,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaves,,,STOP
996.992,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,sand,,,START
996.992,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,sand jump,,,POINT
1009.170,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,sand,,,STOP
1009.171,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaves,,,START
1009.171,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,sand jump,,,POINT
1022.528,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaf jump,,,POINT
1031.171,G:/Shirley/SUBSTRATE CHOICE/GH021067.MP4,1041.470,23.98,,leaves,,,STOP
