Observation id,EB18052,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH011002.MP4,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,,,,,,,
,,,,,,,,
Observation date,2019-01-22 10:02:01,,,,,,,
,,,,,,,,
Description,15-3,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Comment,Status,
5.139,G:/Shirley/SUBSTRATE CHOICE/GH011002.MP4,905.205,23.98,,rock,,,START
5.139,G:/Shirley/SUBSTRATE CHOICE/GH011002.MP4,905.205,23.98,,rock jump,,,POINT
848.221,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,rock jump,,,POINT
866.252,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,rock,,,STOP
866.253,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,sand,,,START
866.253,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,wall jump,,,POINT
897.990,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,sand,,,STOP
897.991,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,rock,,,START
897.991,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,rock jump,,,POINT
905.205,G:/Shirley/SUBSTRATE CHOICE/GH011003.MP4,905.205,23.98,,rock,,,STOP
