Observation id,MR18053,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH010982.MP4,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH020982.MP4,,,,,,,
,,,,,,,,
Observation date,2019-01-18 11:04:23,,,,,,,
,,,,,,,,
Description,8-2,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Comment,Status,
6.747,G:/Shirley/SUBSTRATE CHOICE/GH010982.MP4,1516.310,23.98,,in syringe,,,START
607.274,G:/Shirley/SUBSTRATE CHOICE/GH010982.MP4,1516.310,23.98,,in syringe,,,STOP
607.275,G:/Shirley/SUBSTRATE CHOICE/GH010982.MP4,1516.310,23.98,,on syringe,,,START
608.238,G:/Shirley/SUBSTRATE CHOICE/GH010982.MP4,1516.310,23.98,,on syringe,,,STOP
608.239,G:/Shirley/SUBSTRATE CHOICE/GH010982.MP4,1516.310,23.98,,sand,,,START
608.239,G:/Shirley/SUBSTRATE CHOICE/GH010982.MP4,1516.310,23.98,,sand jump,,,POINT
1508.005,G:/Shirley/SUBSTRATE CHOICE/GH020982.MP4,1516.310,23.98,,sand,,,STOP
