Observation id,CC18020,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,,,,,,,
Player #1,G:/Shirley/SUBSTRATE CHOICE/GH020969 (2).MP4,,,,,,,
,,,,,,,,
Observation date,2019-01-17 14:19:02,,,,,,,
,,,,,,,,
Description,6-1,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Comment,Status,
6.747,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,in syringe,,,START
627.516,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,in syringe,,,STOP
627.517,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,on syringe,,,START
682.283,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,on syringe,,,STOP
682.284,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock,,,START
682.284,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock jump,,,POINT
708.487,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock jump,,,POINT
724.874,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock jump,,,POINT
746.080,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock jump,,,POINT
773.071,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock jump,,,POINT
790.421,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock jump,,,POINT
808.735,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,rock,,,STOP
808.736,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,leaf jump,,,POINT
808.736,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,leaves,,,START
812.592,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,leaf jump,,,POINT
828.978,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,leaf jump,,,POINT
839.582,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,wall jump,,,POINT
851.148,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,leaves,,,STOP
851.149,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,wall,,,START
851.149,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,wall jump,,,POINT
867.535,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,wall,,,STOP
867.536,G:/Shirley/SUBSTRATE CHOICE/GH010969 (2).MP4,1600.900,23.98,,leaves,,,START
1582.380,G:/Shirley/SUBSTRATE CHOICE/GH020969 (2).MP4,1600.900,23.98,,leaves,,,STOP
